hardware,seed,K,sample_id,rel_u_phi,rel_u_psi,rel_sol,rel_phi,rel_psi,balance_max_abs,artifact_rel_sol_abs_difference
mac_studio,1,10,0,0.00981733985146981,0.010273350372162373,0.008450572956610612,0.2098035983953518,0.21995277695622759,8.881784197001252e-16,1.214306433183765e-17
mac_studio,1,10,1,0.019043683181175355,0.013669283018205226,0.009877451144777229,0.39035288237625976,0.3873116652534297,6.661338147750939e-16,2.949029909160572e-17
mac_studio,1,10,2,0.00941983331415575,0.008977191589516752,0.008323061873996632,0.29810539658523233,0.29721144381871417,1.3322676295501878e-15,3.122502256758253e-17
mac_studio,1,10,3,0.011829148619561065,0.009734340683526101,0.00890281103117227,0.40907520867120445,0.41257925586066896,1.7763568394002505e-15,6.938893903907228e-17
mac_studio,1,10,4,0.020505513112149886,0.012559083076341949,0.010863747465243712,0.36607909982628123,0.3511809415874904,1.7763568394002505e-15,1.214306433183765e-17
mac_studio,1,10,5,0.011841189422678202,0.011239364992496262,0.006449567382029489,0.23419155702304445,0.21953152558554012,4.440892098500626e-16,8.847089727481716e-17
mac_studio,1,10,6,0.01527739213935118,0.013244117874289172,0.007040447599664768,0.27244509976973713,0.32636561301456884,5.551115123125783e-16,6.852157730108388e-17
mac_studio,1,10,7,0.014292109855113198,0.012677097163104752,0.008761138470890831,0.38097260046836434,0.3339047332371139,4.3194614551822497e-16,3.122502256758253e-17
mac_studio,1,10,8,0.011112645186503099,0.010058049792467738,0.008482992741051994,0.4250862103945646,0.337172398261952,1.7763568394002505e-15,9.367506770274758e-17
mac_studio,1,10,9,0.009399215605205433,0.009465258333320467,0.008932589525564982,0.2773899448502136,0.29865513169173924,1.5543122344752192e-15,8.153200337090993e-17
mac_studio,1,10,10,0.011828493171390493,0.011302246532534019,0.010672623375756068,0.22453587557794558,0.24615278159392662,1.3322676295501878e-15,6.765421556309548e-17
mac_studio,1,10,11,0.013028016482215082,0.012407870966884543,0.01060840167246911,0.37017772373936203,0.3622009329461268,1.5543122344752192e-15,1.0928757898653885e-16
mac_studio,1,10,12,0.010010206002985937,0.01037569931875414,0.007762403834857807,0.2430353335371082,0.20052598427278062,8.881784197001252e-16,6.938893903907228e-18
mac_studio,1,10,13,0.009045039672057631,0.009232036185184048,0.008273896692756008,0.25752658366717557,0.26131740349910765,1.5543122344752192e-15,1.0755285551056204e-16
mac_studio,1,10,14,0.017101804406030232,0.01680300172738112,0.007770895907409374,0.22008385639824177,0.2143376583612306,4.440892098500626e-16,7.37257477290143e-17
mac_studio,1,10,15,0.03378832644813175,0.024015451775068496,0.013923720723310811,0.30323001373837705,0.26681395801294766,2.220446049250313e-16,1.0408340855860843e-17
mac_studio,1,10,16,0.008147245435105798,0.00936154579500914,0.006386327653290763,0.13273987429349682,0.22507262052549332,6.661338147750939e-16,6.331740687315346e-17
mac_studio,1,10,17,0.010636774241030126,0.009987297651102851,0.008825169612123549,0.28103980367715226,0.2113400289286875,6.661338147750939e-16,4.85722573273506e-17
mac_studio,1,10,18,0.008529390172641352,0.008533304327678811,0.007884482729717061,0.22092158626380082,0.266272265381587,8.881784197001252e-16,6.071532165918825e-17
mac_studio,1,10,19,0.01093001273178664,0.011128932724997315,0.00816877001100211,0.1922691947978213,0.19999893818235823,8.881784197001252e-16,8.673617379884035e-18
mac_studio,1,10,20,0.011051768732229293,0.010591110530841026,0.008830437291079787,0.29808400741771973,0.3540366616099761,8.881784197001252e-16,8.673617379884035e-17
mac_studio,1,10,21,0.009981536222975082,0.009534927535372072,0.008768746405633878,0.32441132548204277,0.2740413641355664,1.4432899320127035e-15,2.2551405187698492e-17
mac_studio,1,10,22,0.008618853634697294,0.00917420231674869,0.007986517464700495,0.2537963530191782,0.31347683904203577,6.661338147750939e-16,5.204170427930421e-18
mac_studio,1,10,23,0.01011429916356485,0.009030582245739792,0.007847366260945742,0.39861618187271963,0.35073609635368796,1.5543122344752192e-15,4.163336342344337e-17
mac_studio,1,10,24,0.011214765970526352,0.009227461267827511,0.006482469787608513,0.29308329602348754,0.21640568518834633,1.5543122344752192e-15,1.3010426069826053e-17
mac_studio,1,10,25,0.011926676355719115,0.010145328961316922,0.008637920981965039,0.2981248365685222,0.3146498196344684,8.881784197001252e-16,3.9898639947466563e-17
mac_studio,1,10,26,0.014210612447054231,0.014000425984491246,0.009041765881688122,0.28089340524862905,0.29835318565125674,5.551115123125783e-16,1.214306433183765e-16
mac_studio,1,10,27,0.011509337731891094,0.009307024734365872,0.007411271657404242,0.3063332728664905,0.23994767567750375,8.881784197001252e-16,4.163336342344337e-17
mac_studio,1,10,28,0.010809779443683621,0.009389711813634773,0.008395178706246413,0.2898174045938626,0.31829290924203457,1.2212453270876722e-15,1.1275702593849246e-16
mac_studio,1,10,29,0.011231109527992082,0.010175454469911225,0.008907558004158728,0.4253872473928457,0.35857848516695073,2.886579864025407e-15,2.7755575615628914e-17
mac_studio,1,10,30,0.012788524323837624,0.009437340625082804,0.008501931773476884,0.5213563896180181,0.3915335394121085,1.2212453270876722e-15,8.326672684688674e-17
mac_studio,1,10,31,0.01049766742812394,0.009786940857050312,0.00905495164023595,0.3593982137643328,0.33110010853521926,1.7763568394002505e-15,5.0306980803327406e-17
mac_studio,1,10,32,0.011841790574938069,0.009617526948159339,0.009113478607557726,0.4264505463970546,0.3936239078549323,1.7763568394002505e-15,2.6020852139652106e-17
mac_studio,1,10,33,0.013437857291282017,0.014187896654598504,0.010874204483685316,0.2682223555358116,0.27832364748065397,8.881784197001252e-16,1.5612511283791264e-17
