hardware,seed,K,run_path,best_epoch,best_step,best_val_energy,final_val_energy,final_train_energy,val_end_over_best,val_last10_over_previous10,train_last10_over_previous10,optimizer_ms,peak_device_memory_mib,success_marker,parameter_count,cpu_runtime_log,artifact_original_outdir,timestamped_train_epochs,steady_epoch_seconds,trainer_wall_hours,log_span_hours_including_export,log_first_timestamp,log_last_timestamp,loss_mean,loss_max,boundary_weight_mean,boundary_weight_max,loss_energy_optimized_mean,loss_energy_optimized_max,loss_energy_consistency_mean,loss_energy_consistency_max,loss_energy_bulk_mean,loss_energy_bulk_max,loss_energy_boundary_mean,loss_energy_boundary_max,loss_energy_boundary_x_mean,loss_energy_boundary_x_max,loss_energy_boundary_y_mean,loss_energy_boundary_y_max,rel_sol_mean,rel_sol_max,rel_sol_equal_mean_mean,rel_sol_equal_mean_max,weak_weight_phi_mean_mean,weak_weight_phi_mean_max,weak_weight_phi_min_mean,weak_weight_phi_min_max,weak_weight_phi_max_mean,weak_weight_phi_max_max,weak_support_fraction_mean,weak_support_fraction_max,rel_flux_mean,rel_flux_max,rel_sol_p95,rel_sol_median,rel_flux_p95,rel_flux_median,rel_sol_equal_mean_p95,rel_sol_equal_mean_median,final_checkpoint_rel_sol_mean,weak_relative_improvement,weak_sample_win_fraction,tangent_response_mismatch_pre_mean,tangent_response_mismatch_pre_max,tangent_response_mismatch_post_mean,tangent_response_mismatch_post_max,tangent_response_mismatch_ratio_mean,tangent_response_mismatch_ratio_max,tangent_gradient_rms_mean,tangent_gradient_rms_max,tangent_delta_rms_mean,tangent_delta_rms_max,tangent_delta_max_abs_mean,tangent_delta_max_abs_max,tangent_correction_rel_symmetric_pair_mean,tangent_correction_rel_symmetric_pair_max,tangent_eta_cap_enabled_mean,tangent_eta_cap_enabled_max,tangent_eta_star_mean,tangent_eta_star_max,tangent_eta_applied_mean,tangent_eta_applied_max,tangent_eta_capped_mean,tangent_eta_capped_max,tangent_line_search_numerator_mean,tangent_line_search_numerator_max,tangent_line_search_denominator_mean,tangent_line_search_denominator_max,tangent_subspace_dimension_mean,tangent_subspace_dimension_max,tangent_coefficient_0_mean,tangent_coefficient_0_max,tangent_direction_0_active_mean,tangent_direction_0_active_max,tangent_response_cost_k1_mean,tangent_response_cost_k1_max,tangent_coefficient_1_mean,tangent_coefficient_1_max,tangent_direction_1_active_mean,tangent_direction_1_active_max,tangent_response_cost_k2_mean,tangent_response_cost_k2_max,tangent_response_cost_k2_over_k1_mean,tangent_response_cost_k2_over_k1_max,tangent_second_direction_active_mean,tangent_second_direction_active_max,tangent_response_orthogonality_max_mean,tangent_response_orthogonality_max_max,tangent_coefficient_2_mean,tangent_coefficient_2_max,tangent_direction_2_active_mean,tangent_direction_2_active_max,tangent_response_cost_k3_mean,tangent_response_cost_k3_max,tangent_response_cost_k3_over_k2_mean,tangent_response_cost_k3_over_k2_max,tangent_coefficient_3_mean,tangent_coefficient_3_max,tangent_direction_3_active_mean,tangent_direction_3_active_max,tangent_response_cost_k4_mean,tangent_response_cost_k4_max,tangent_response_cost_k4_over_k3_mean,tangent_response_cost_k4_over_k3_max,tangent_coefficient_4_mean,tangent_coefficient_4_max,tangent_direction_4_active_mean,tangent_direction_4_active_max,tangent_response_cost_k5_mean,tangent_response_cost_k5_max,tangent_response_cost_k5_over_k4_mean,tangent_response_cost_k5_over_k4_max,tangent_coefficient_5_mean,tangent_coefficient_5_max,tangent_direction_5_active_mean,tangent_direction_5_active_max,tangent_response_cost_k6_mean,tangent_response_cost_k6_max,tangent_response_cost_k6_over_k5_mean,tangent_response_cost_k6_over_k5_max,tangent_coefficient_6_mean,tangent_coefficient_6_max,tangent_direction_6_active_mean,tangent_direction_6_active_max,tangent_response_cost_k7_mean,tangent_response_cost_k7_max,tangent_response_cost_k7_over_k6_mean,tangent_response_cost_k7_over_k6_max,tangent_coefficient_7_mean,tangent_coefficient_7_max,tangent_direction_7_active_mean,tangent_direction_7_active_max,tangent_response_cost_k8_mean,tangent_response_cost_k8_max,tangent_response_cost_k8_over_k7_mean,tangent_response_cost_k8_over_k7_max,tangent_coefficient_8_mean,tangent_coefficient_8_max,tangent_direction_8_active_mean,tangent_direction_8_active_max,tangent_response_cost_k9_mean,tangent_response_cost_k9_max,tangent_response_cost_k9_over_k8_mean,tangent_response_cost_k9_over_k8_max,tangent_coefficient_9_mean,tangent_coefficient_9_max,tangent_direction_9_active_mean,tangent_direction_9_active_max,tangent_response_cost_k10_mean,tangent_response_cost_k10_max,tangent_response_cost_k10_over_k9_mean,tangent_response_cost_k10_over_k9_max,rel_u_phi_mean,rel_u_psi_mean,rel_phi_mean,rel_psi_mean
nvidia_a40,2,2,checkpoints/numerical_examples/pentagram/nvidia_a40/seed2/pentagram_k2_seed2,47,1128,2.2916633836575835e-05,2.681867076972916e-05,1.309084638100148e-05,1.1702709464653365,1.0155823340867551,0.9664273703386504,80.15331327604753,11629.95263671875,True,1482872,not_recorded,/home/jjhong0608/Documents/GreenNetResearch/ComplexGeometry/checkpoints/numerical_examples/pentagram/nvidia_a40_rerun_20260903_083548/seed2/pentagram_k2_seed2/artifacts_best_energy,100,201.0,5.5505555555555555,5.9688888888888885,2026-09-03 14:20:20,2026-09-03 20:18:28,2.244169561991727e-05,7.674505571128251e-05,0.0,0.0,2.244169561991727e-05,7.674505571128251e-05,4.7906870213838785e-05,0.0002042406518501,2.244169561991727e-05,7.674505571128251e-05,2.5465174593924195e-05,0.0001529254008626,4.168451071037297e-06,1.7467345742317917e-05,2.1296723522887894e-05,0.0001476446380311,0.01563545322745181,0.0474493727608366,0.018217163077643768,0.0550523660547691,0.5083701884343023,0.5269552472593968,0.2508582545741186,0.2545936515346246,0.7448789137322704,0.7495892634163448,1.0,1.0,0.39076393181661134,0.6961113079414127,0.0297129922561515,0.013336050126170899,0.5443372089382061,0.3732541958042775,0.033838551286068844,0.01548005504831575,0.016624269751764995,0.14171854526351846,1.0,0.001757826225336945,0.0038416734315879,0.00018784442698793297,0.0003776272823425,0.12702176190175193,0.3322375219120254,7.1706697224896776e-09,1.76161812239302e-08,0.06378257490233202,0.1405128630920986,0.35017381939570663,0.7762348878368301,0.08013939766959467,0.1547715285620874,,,,,,,,,,,,,2.0,2.0,0.011616460239478956,0.0228262021943289,1.0,1.0,6.716887213709534e-08,3.5435126915473e-07,0.020148638307245458,0.0285943485501152,1.0,1.0,1.0706401914280336e-08,3.979357970563421e-08,0.19930648275597165,0.5165277436109611,1.0,1.0,2.8680300211032663e-13,4.839065996417396e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03224236480086211,0.028192452095999517,0.39653930306945456,0.3849885605637687
mac_studio,3,2,checkpoints/numerical_examples/pentagram/mac_studio/seed3/pentagram_k2_seed3,53,1272,2.173492443804739e-05,2.4979453279660116e-05,1.298741485098335e-05,1.14927720824891,1.0147443748691003,0.9669030660989409,178.19677459512607,0.0,True,1482872,"runtime_cpu - p_core_count=16 env=ACCELERATE_NUM_THREADS=16,OMP_NUM_THREADS=16,MKL_NUM_THREADS=16 torch_num_threads=12->16 torch_interop_threads=24->1 interop_status=applied flush_denormal_supported=True",/Users/jjhong0608/Documents/ComplexGeometryGreenNet/checkpoints/numerical_examples/pentagram/mac_studio_rerun_20260903_083728/seed3/pentagram_k2_seed3/artifacts_best_energy,100,186.0,5.1575,5.418333333333333,2026-09-03 08:37:35,2026-09-03 14:02:41,2.2086103956822776e-05,7.8240718165858e-05,0.0,0.0,2.2086103956822776e-05,7.8240718165858e-05,5.011723023222897e-05,0.0002414626394043,2.2086103956822776e-05,7.8240718165858e-05,2.803112627541024e-05,0.0001632219212384,4.251500592476483e-06,1.6737470073307342e-05,2.377962568293434e-05,0.0001554191115275,0.015706938210898774,0.0484380083963874,0.018570803533526335,0.055408095762282,0.506884378824279,0.5323102288124588,0.25084861940396086,0.2627720032861225,0.7445518238605865,0.7494022958974702,1.0,1.0,0.42587665039659883,0.6703167398583585,0.030345237203270516,0.0130450140913699,0.5465846080394288,0.41639950102235723,0.03459183011685469,0.015760467060183747,0.0162927493825295,0.15421332294304624,1.0,0.0019312658986160888,0.0045788388779013,0.0001931924767901521,0.0004209291713084,0.122537052787856,0.3414500019742124,8.053387441241428e-09,2.1666886035644624e-08,0.06776915403376056,0.149496913127992,0.3781912285809994,0.9458173983453604,0.0820710102755709,0.1535189961109321,,,,,,,,,,,,,2.0,2.0,0.011676458840801915,0.0232545502820732,1.0,1.0,6.584235101793671e-08,3.908149561473845e-07,0.020218053861363116,0.0260363414765082,1.0,1.0,1.139969046836667e-08,4.944294501376783e-08,0.2149260350320195,0.5287904963882996,1.0,1.0,2.656610253372434e-13,4.945195367469049e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033038367652764675,0.028558612238173516,0.4322393024724109,0.41951399832078484
nvidia_a40,0,3,checkpoints/numerical_examples/pentagram/nvidia_a40/seed0/pentagram_k3_seed0,56,1344,1.7030325082580868e-05,1.9596465744427657e-05,9.61646617045217e-06,1.1506806622541526,1.0177070720272492,0.965462172559381,79.7601694489519,11727.0966796875,True,1482872,not_recorded,/home/jjhong0608/Documents/GreenNetResearch/ComplexGeometry/checkpoints/numerical_examples/pentagram/nvidia_a40_rerun_20260903_083548/seed0/pentagram_k3_seed0/artifacts_best_energy,100,216.0,6.008333333333334,6.441111111111111,2026-09-03 20:17:04,2026-09-04 02:43:32,1.6499284510716943e-05,6.687316608173518e-05,0.0,0.0,1.6499284510716943e-05,6.687316608173518e-05,3.929558563757893e-05,0.0002630551583025,1.6499284510716943e-05,6.687316608173518e-05,2.2796301126865003e-05,0.0001961819922208,3.2917598460801596e-06,1.255963779431415e-05,1.9504541280784247e-05,0.0001893055533496,0.012993270315617804,0.0400207576306475,0.01571113777034642,0.0578061774481513,0.5081188945537971,0.5301714673607212,0.25077119311042895,0.2528293103273871,0.74463663368257,0.7494664163144166,1.0,1.0,0.3193881104030377,0.477783290986905,0.02411686971707916,0.01119760067953305,0.42451166633391196,0.3228335106308372,0.027949283052439544,0.0137552771884428,0.01337603854852717,0.17298985563339553,1.0,0.002391409155568332,0.0059859452206365,0.00015196414204232293,0.0003266839510333,0.07501453005844302,0.2166259963240089,9.872584878274816e-09,2.6768451759531132e-08,0.08455712512754193,0.1936244191259035,0.42875028388864,0.9128743104885284,0.10331958690116286,0.1753589402577924,,,,,,,,,,,,,3.0,3.0,0.011132675025678291,0.0235908599690547,1.0,1.0,1.0142451604525387e-07,5.515124749978771e-07,0.02056837002009306,0.0273280518287714,1.0,1.0,1.1766389715816229e-08,3.8151266786572094e-08,0.1449239808993333,0.4332045981502464,1.0,1.0,2.666847671904236e-13,4.774908643913906e-13,0.020201919356423872,0.037871382475289,1.0,1.0,7.0671573064363786e-09,2.9781178616967534e-08,0.5924258790635951,0.7823826135949331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02745125258138081,0.02207489698855527,0.3227380637476211,0.31603815705845384
mac_studio,1,3,checkpoints/numerical_examples/pentagram/mac_studio/seed1/pentagram_k3_seed1,44,1056,1.768785302209624e-05,2.271118000040332e-05,9.225805149495624e-06,1.2839986838443183,1.0217143785700897,0.9661009921838339,166.9197103171609,0.0,True,1482872,"runtime_cpu - p_core_count=16 env=ACCELERATE_NUM_THREADS=16,OMP_NUM_THREADS=16,MKL_NUM_THREADS=16 torch_num_threads=12->16 torch_interop_threads=24->1 interop_status=applied flush_denormal_supported=True",/Users/jjhong0608/Documents/ComplexGeometryGreenNet/checkpoints/numerical_examples/pentagram/mac_studio_rerun_20260903_083728/seed1/pentagram_k3_seed1/artifacts_best_energy,100,210.0,5.799166666666666,6.079444444444444,2026-09-03 14:02:44,2026-09-03 20:07:30,1.6274065193789007e-05,5.29427411700697e-05,0.0,0.0,1.6274065193789007e-05,5.29427411700697e-05,3.71298931235377e-05,0.0001735239596602,1.6274065193789007e-05,5.29427411700697e-05,2.085582792975147e-05,0.0001205812184901,3.4647324660659427e-06,1.4400383299586072e-05,1.73910954636855e-05,0.0001148596574978,0.01289050440611056,0.0376126166460458,0.015504531464578896,0.0518173093955587,0.5079346624729021,0.5291361944351861,0.2507393967281657,0.2538354464219966,0.7449308917004923,0.7494044624737599,1.0,1.0,0.3233223480334268,0.4755594929926023,0.02522103203062009,0.0106287676679949,0.433580432845215,0.32447075245920787,0.029119454485390182,0.01324369356644685,0.013915577386482128,0.16859761705410126,1.0,0.0026024230805517124,0.0061908998745116,0.00014818914585257238,0.0003021058959268,0.07153507441073978,0.2120363306696419,1.0807608074324439e-08,2.8001883954378783e-08,0.0903079279264466,0.2018055226086409,0.45414912951664754,0.9795197092418936,0.11132449350775903,0.1893215992248503,,,,,,,,,,,,,3.0,3.0,0.011196539879426122,0.0227109255497192,1.0,1.0,1.0404046449587477e-07,5.671496517771964e-07,0.020731780955145687,0.0270592028288501,1.0,1.0,1.114447931171378e-08,3.837095195935518e-08,0.132961278158285,0.3372121274557858,1.0,1.0,2.602617477251654e-13,4.799126606646514e-13,0.019920552563300803,0.0327696408144956,1.0,1.0,6.671240341355773e-09,2.5468577246174766e-08,0.5951775893099084,0.7728491901605807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027256814847679816,0.02189657197870716,0.3229164888953552,0.3237282071714984
nvidia_a40,2,3,checkpoints/numerical_examples/pentagram/nvidia_a40/seed2/pentagram_k3_seed2,52,1248,1.7321123871235256e-05,2.167869266394972e-05,9.213158544509848e-06,1.2515754072950755,1.0256982749094263,0.9661705742098251,80.41735113287965,11727.0966796875,True,1482872,not_recorded,/home/jjhong0608/Documents/GreenNetResearch/ComplexGeometry/checkpoints/numerical_examples/pentagram/nvidia_a40_rerun_20260903_083548/seed2/pentagram_k3_seed2/artifacts_best_energy,100,208.0,5.786388888888889,6.220277777777778,2026-09-03 20:18:34,2026-09-04 02:31:47,1.6875476691760328e-05,7.860809927482689e-05,0.0,0.0,1.6875476691760328e-05,7.860809927482689e-05,3.973985205784417e-05,0.000274465959603,1.6875476691760328e-05,7.860809927482689e-05,2.2864375366086307e-05,0.0001958578603282,3.46748060583036e-06,1.3383579747156956e-05,1.9396894760256117e-05,0.0001875605373304,0.012817393428702155,0.0347379887438588,0.015388160296992668,0.0455740389355932,0.5090093278499769,0.5306968598590643,0.25087132306568405,0.2551031125691388,0.7446764746651546,0.749405355434641,1.0,1.0,0.3365002673667249,0.483370222339916,0.022339497829188138,0.0109232052691555,0.43517899169991237,0.33936463338561174,0.02615402315478168,0.01356933696355795,0.01366806766459111,0.16706135227827867,1.0,0.0024707859766402453,0.0063355752731003,0.00014944171416492904,0.0003778736351629,0.07435058418621909,0.2212712894138151,1.0231159766741104e-08,2.9577054369181545e-08,0.08672024394581912,0.1815315662623001,0.44481483007974626,1.0041507604565634,0.10537966678552202,0.1861059773881753,,,,,,,,,,,,,3.0,3.0,0.010986165551874089,0.017777103051102,1.0,1.0,1.0493991954193554e-07,5.302821291400346e-07,0.020526676891889983,0.0267959544831785,1.0,1.0,1.1483734694150435e-08,5.6063258558123786e-08,0.13939916419101872,0.3580147549714439,1.0,1.0,2.744557688078239e-13,4.739587116206605e-13,0.02052203876561642,0.0289081809096568,1.0,1.0,6.907745083111663e-09,3.9845516939663706e-08,0.5905339699304009,0.8168780144671081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026733137578433274,0.021836592525593196,0.34057786312526134,0.332422671608188
mac_studio,3,3,checkpoints/numerical_examples/pentagram/mac_studio/seed3/pentagram_k3_seed3,56,1344,1.5871090370407966e-05,1.849874791791632e-05,9.504923369791678e-06,1.1655625093287658,1.0183199001453807,0.9630738184296681,185.51788019899206,0.0,True,1482872,"runtime_cpu - p_core_count=16 env=ACCELERATE_NUM_THREADS=16,OMP_NUM_THREADS=16,MKL_NUM_THREADS=16 torch_num_threads=12->16 torch_interop_threads=24->1 interop_status=applied flush_denormal_supported=True",/Users/jjhong0608/Documents/ComplexGeometryGreenNet/checkpoints/numerical_examples/pentagram/mac_studio_rerun_20260903_083728/seed3/pentagram_k3_seed3/artifacts_best_energy,100,210.0,5.799166666666666,6.08,2026-09-03 14:02:44,2026-09-03 20:07:32,1.585202086950404e-05,5.711641380832957e-05,0.0,0.0,1.585202086950404e-05,5.711641380832957e-05,3.508752761073626e-05,0.0001852001200674,1.585202086950404e-05,5.711641380832957e-05,1.9235506741233493e-05,0.0001280837062591,3.2086802429958994e-06,1.0635961674956108e-05,1.6026826498237134e-05,0.0001203565811558,0.012720923665950987,0.0347250996143063,0.015359212369923072,0.0444339613487426,0.5085696517721061,0.5339202890201417,0.25091466009277075,0.2534974034536837,0.745093834185833,0.7496830772675587,1.0,1.0,0.3298921243736407,0.5404919688585579,0.022437522573530735,0.0107885642750008,0.46683517211440045,0.32824496770231726,0.02819168852805216,0.0131538256152672,0.013621154736842707,0.17177239564305202,1.0,0.0022741385411939865,0.0061880040422242,0.00014556488333444524,0.0003262393337982,0.07771658653434298,0.2276761411204641,9.169774076025796e-09,2.764247565719836e-08,0.08260775314675409,0.2076248542382081,0.43070562761747366,0.9929420338804787,0.10220476321723293,0.1923078426188618,,,,,,,,,,,,,3.0,3.0,0.011557347826634722,0.0219057106999945,1.0,1.0,1.0218504479925716e-07,5.46253762177713e-07,0.019760823793525544,0.0273096349741202,1.0,1.0,1.1413471118779528e-08,4.262803002091232e-08,0.14377169586715913,0.3656266012990042,1.0,1.0,2.770364943181154e-13,4.775645857175929e-13,0.019786073132222023,0.031535638692868,1.0,1.0,6.446089498780437e-09,2.9700169344299016e-08,0.5666712570836285,0.7685215161248476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026727458090396238,0.02175992532609835,0.3332011289275232,0.32658311981975935
nvidia_a40,0,4,checkpoints/numerical_examples/pentagram/nvidia_a40/seed0/pentagram_k4_seed0,57,1368,1.4900965385027618e-05,1.651640049240157e-05,8.50643262130754e-06,1.108411439502915,1.011200234235283,0.9606644257836028,79.72282188944517,11839.1767578125,True,1482872,not_recorded,/home/jjhong0608/Documents/GreenNetResearch/ComplexGeometry/checkpoints/numerical_examples/pentagram/nvidia_a40_rerun_20260903_083548/seed0/pentagram_k4_seed0/artifacts_best_energy,100,228.0,6.185,6.636388888888889,2026-09-04 02:43:38,2026-09-04 09:21:49,1.3606214483138603e-05,4.157332903245314e-05,0.0,0.0,1.3606214483138603e-05,4.157332903245314e-05,3.203340524488916e-05,0.0001554559731434,1.3606214483138603e-05,4.157332903245314e-05,1.8427190761752238e-05,0.0001161825863699,3.1939025407832085e-06,1.16457406508405e-05,1.523328822096846e-05,0.0001100885197385,0.012154871216363812,0.0354632090681862,0.014559125803245638,0.0508660235470805,0.5058346414147511,0.529887606663848,0.2508165555484665,0.2527469217506117,0.7439070670988602,0.7492772816639959,1.0,1.0,0.30836811229693134,0.4610014427209233,0.022494157517987924,0.01033108754984075,0.4166625730781222,0.3018737004280604,0.030723749593507713,0.012453812668756399,0.012732277514910089,0.16513729047837822,1.0,0.0017745186511798495,0.0041077318543233,0.0001262026619103158,0.0002829986108869,0.07747678346074499,0.2140363835197979,6.496879195767207e-09,1.868533780522427e-08,0.07674931092607286,0.1686536169133757,0.4095033894632567,0.8458523919699544,0.09864165877148849,0.1910874301050041,,,,,,,,,,,,,4.0,4.0,0.012868545611345022,0.0245405786692111,1.0,1.0,1.1695020461225864e-07,6.25369103642234e-07,0.018397702154777856,0.0252074978762984,1.0,1.0,1.4915170778183796e-08,6.939007919350127e-08,0.15360174204168936,0.5142746632461455,1.0,1.0,3.5215587529354035e-13,5.08207164222227e-13,0.019267387168028074,0.0293115998171397,1.0,1.0,6.679846640640319e-09,2.804291277209017e-08,0.46402808802418427,0.6853917539829677,0.02597827480518687,0.0376451188514164,1.0,1.0,4.8734433427765766e-09,2.23488350420424e-08,0.7150436116104016,0.840337648112349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024804229052034374,0.018868345856810683,0.30986118138160235,0.3068750432122608
mac_studio,1,4,checkpoints/numerical_examples/pentagram/mac_studio/seed1/pentagram_k4_seed1,64,1536,1.4877781174013535e-05,1.6522650959619337e-05,8.99915570766289e-06,1.1105588102397173,1.013091786463107,0.9652607723619742,180.75761981483083,0.0,True,1482872,"runtime_cpu - p_core_count=16 env=ACCELERATE_NUM_THREADS=16,OMP_NUM_THREADS=16,MKL_NUM_THREADS=16 torch_num_threads=12->16 torch_interop_threads=24->1 interop_status=applied flush_denormal_supported=True",/Users/jjhong0608/Documents/ComplexGeometryGreenNet/checkpoints/numerical_examples/pentagram/mac_studio_rerun_20260903_083728/seed1/pentagram_k4_seed1/artifacts_best_energy,100,237.0,6.57,6.856388888888889,2026-09-03 20:07:34,2026-09-04 02:58:57,1.3796351887402961e-05,5.004338627377364e-05,0.0,0.0,1.3796351887402961e-05,5.004338627377364e-05,3.3830717000555526e-05,0.0001647837184144,1.3796351887402961e-05,5.004338627377364e-05,2.0034365113153935e-05,0.0001178720835134,3.0665419756007442e-06,1.0629876339778624e-05,1.696782313755325e-05,0.0001101952952906,0.012144410179860163,0.0336896293012667,0.014695935758595784,0.0497908445728956,0.5053390524014524,0.5294842129975846,0.25086537165019496,0.2551091042629169,0.7443368115629997,0.7494410799478536,1.0,1.0,0.3463950437833813,0.5801113644072271,0.02068125485804488,0.01032605637689565,0.4947786272409285,0.3403439201707005,0.025330920889193285,0.0126967699494233,0.012563758052673483,0.17362117123050236,1.0,0.0017736265286527947,0.0039608815495168,0.00013332211438863434,0.000302804133874,0.08044023637029282,0.1440775007195609,6.2964369880200475e-09,1.649684435598812e-08,0.07901634110860009,0.1741294315373407,0.4300249015690381,0.8970564147270091,0.09864145001110006,0.1878805332753528,,,,,,,,,,,,,4.0,4.0,0.013123821330137262,0.0225365363036312,1.0,1.0,1.3088159707959297e-07,6.592161833672039e-07,0.01827968579166429,0.0266150252233539,1.0,1.0,1.5946715811623832e-08,8.284210478191664e-08,0.14862187039405655,0.3890531878201221,1.0,1.0,3.674408340619388e-13,5.426206986456661e-13,0.019405969962504536,0.0302648338884235,1.0,1.0,7.367813760813567e-09,3.221031336501362e-08,0.47645221144913125,0.748153946108703,0.026317726905840284,0.0374305025174181,1.0,1.0,5.505759211380493e-09,2.5586441067001573e-08,0.7264438297384069,0.8504402223555002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025453387150453553,0.019269755240568415,0.34926113609825377,0.34352895146850926
nvidia_a40,2,4,checkpoints/numerical_examples/pentagram/nvidia_a40/seed2/pentagram_k4_seed2,57,1368,1.4769834968802157e-05,1.6593475267010516e-05,8.78452919758265e-06,1.123470594089939,1.016751313631866,0.9611443321811112,89.00050501960018,11839.1767578125,True,1482872,not_recorded,/home/jjhong0608/Documents/GreenNetResearch/ComplexGeometry/checkpoints/numerical_examples/pentagram/nvidia_a40_rerun_20260903_083548/seed2/pentagram_k4_seed2/artifacts_best_energy,100,225.0,6.15,6.602222222222222,2026-09-04 02:31:53,2026-09-04 09:08:01,1.4301268509757767e-05,4.467033942263814e-05,0.0,0.0,1.4301268509757767e-05,4.467033942263814e-05,3.617042122291832e-05,0.0001547520891944,1.4301268509757767e-05,4.467033942263814e-05,2.1869152713159535e-05,0.0001144457175389,3.1472877071318978e-06,1.149681204102345e-05,1.8721865006029525e-05,0.0001078714675979,0.0117826938596081,0.0319122469470179,0.01429185031844659,0.0441434664009924,0.5040742408372664,0.5284183201246568,0.2507176128915349,0.2528564215292819,0.7437857581116768,0.7495221988217351,1.0,1.0,0.3044429937715178,0.4207330404387849,0.018925842498700118,0.010479448846372301,0.39048144464174833,0.30631412646257516,0.024127152529884864,0.01259114148867315,0.012052369871352251,0.17556554280448233,1.0,0.001983775106714376,0.0051138548766429,0.00013395169931007916,0.0002941585159233,0.07599495070641483,0.1848517711226766,7.467397377782661e-09,2.263848745554869e-08,0.08230242078080284,0.1648903276404102,0.4410323082387792,1.079715798660667,0.10405545563712755,0.2086404280028501,,,,,,,,,,,,,4.0,4.0,0.01233428695755174,0.0226382567662473,1.0,1.0,1.2802461035947882e-07,6.605125785140947e-07,0.01903843410451975,0.0247663880945439,1.0,1.0,1.6504606159724773e-08,8.3536223271381e-08,0.15474266178821058,0.3749911565194598,1.0,1.0,3.317703648798373e-13,4.984923314498137e-13,0.01949360370560122,0.0313154366741712,1.0,1.0,7.519785256568065e-09,3.0495655752217737e-08,0.46987355795697383,0.7353176684040617,0.026726851753484496,0.0358522455342899,1.0,1.0,5.570753540879929e-09,2.4146218929761987e-08,0.7214216839759964,0.8522946042914634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024910432966765973,0.019121555958030625,0.3070447666027164,0.3018412209403192
mac_studio,3,4,checkpoints/numerical_examples/pentagram/mac_studio/seed3/pentagram_k4_seed3,58,1392,1.344025413850784e-05,1.4780612796886743e-05,9.062909550347766e-06,1.099727181090916,1.0120264865875082,0.9619323922347769,175.24825288264157,0.0,True,1482872,"runtime_cpu - p_core_count=16 env=ACCELERATE_NUM_THREADS=16,OMP_NUM_THREADS=16,MKL_NUM_THREADS=16 torch_num_threads=12->16 torch_interop_threads=24->1 interop_status=applied flush_denormal_supported=True",/Users/jjhong0608/Documents/ComplexGeometryGreenNet/checkpoints/numerical_examples/pentagram/mac_studio_rerun_20260903_083728/seed3/pentagram_k4_seed3/artifacts_best_energy,100,237.0,6.5697222222222225,6.856388888888889,2026-09-03 20:07:35,2026-09-04 02:58:58,1.3633310685553193e-05,5.228446306521619e-05,0.0,0.0,1.3633310685553193e-05,5.228446306521619e-05,3.3714825944533364e-05,0.0001905889902575,1.3633310685553193e-05,5.228446306521619e-05,2.008151525898032e-05,0.0001383045271923,3.1713240519694247e-06,1.1533903995087167e-05,1.691019120701045e-05,0.000129887403951,0.011735444037838647,0.0300541845325765,0.014202207372506288,0.04076279198884,0.5045025621797081,0.5284213985919567,0.2507814396350544,0.2536830226833249,0.7441696418063701,0.7494069370410443,1.0,1.0,0.32479818571735386,0.5030834605571888,0.019630412611550796,0.0106022729405478,0.4390352361725497,0.32441833765523803,0.02549035096575635,0.0127164268883361,0.01246011012768423,0.1736887280946896,1.0,0.001716149198818883,0.0041741725968672,0.00013247572418104112,0.0003371236326149,0.08380613121810818,0.1614338235544703,6.0982933291577645e-09,1.8670870784304235e-08,0.07670361467468804,0.1810281389849078,0.410466226084713,0.9166102895200996,0.09751320021089642,0.1903851757722303,,,,,,,,,,,,,4.0,4.0,0.013182502611375707,0.0224363340651985,1.0,1.0,1.2255400919723899e-07,6.903668839678957e-07,0.017946792554166167,0.0291710781953853,1.0,1.0,1.6125681911336363e-08,8.158577303081717e-08,0.1600860025541219,0.3665746788479468,1.0,1.0,3.691750082542994e-13,5.565840909731546e-13,0.01895755566087389,0.0330510401474295,1.0,1.0,7.386951045433459e-09,3.853974963880224e-08,0.4668861366426023,0.6567941683280443,0.026221279010363415,0.0336644826493413,1.0,1.0,5.4981598302947086e-09,3.1714997268543344e-08,0.7226070600065917,0.8522644646096926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246722996538528,0.01890137754860889,0.32573649617272565,0.3238598752619826
