epoch,global_step,step_in_epoch,split,validation_index,loss,boundary_weight,loss_energy_optimized,loss_energy_consistency,loss_energy_bulk,loss_energy_boundary,loss_energy_boundary_x,loss_energy_boundary_y,learning_rate,optimizer_step_time_mean_ms,optimizer_step_time_p95_ms,optimizer_step_time_max_ms,optimizer_step_count,optimizer_basis_refresh_count,optimizer_peak_memory_mib,learning_rate_first,learning_rate_last,seed,K,hardware,tangent_response_mismatch_pre,tangent_response_mismatch_post,tangent_response_mismatch_ratio,tangent_gradient_rms,tangent_delta_rms,tangent_delta_max_abs,tangent_correction_rel_symmetric_pair,tangent_eta_cap_enabled,tangent_eta_star_mean,tangent_eta_applied_mean,tangent_eta_cap_fraction,tangent_line_search_numerator_mean,tangent_line_search_denominator_mean,tangent_subspace_dimension,tangent_coefficient_0_mean,tangent_coefficient_1_mean,tangent_direction_0_active_fraction,tangent_direction_1_active_fraction,tangent_second_direction_active_fraction,tangent_response_cost_k1_mean,tangent_response_cost_k2_mean,tangent_response_cost_k2_over_k1,tangent_response_orthogonality_max,tangent_coefficient_2_mean,tangent_direction_2_active_fraction,tangent_response_cost_k3_mean,tangent_response_cost_k3_over_k2,tangent_coefficient_3_mean,tangent_direction_3_active_fraction,tangent_response_cost_k4_mean,tangent_response_cost_k4_over_k3,tangent_coefficient_4_mean,tangent_direction_4_active_fraction,tangent_response_cost_k5_mean,tangent_response_cost_k5_over_k4,tangent_coefficient_5_mean,tangent_coefficient_6_mean,tangent_coefficient_7_mean,tangent_coefficient_8_mean,tangent_direction_5_active_fraction,tangent_direction_6_active_fraction,tangent_direction_7_active_fraction,tangent_direction_8_active_fraction,tangent_response_cost_k6_mean,tangent_response_cost_k6_over_k5,tangent_response_cost_k7_mean,tangent_response_cost_k7_over_k6,tangent_response_cost_k8_mean,tangent_response_cost_k8_over_k7,tangent_response_cost_k9_mean,tangent_response_cost_k9_over_k8,tangent_coefficient_9_mean,tangent_direction_9_active_fraction,tangent_response_cost_k10_mean,tangent_response_cost_k10_over_k9
22,528,24,train,,1.159741835582633e-05,0.0,1.159741835582633e-05,2.013973462689121e-05,1.159741835582633e-05,8.54231627106488e-06,2.9973120222491656e-06,5.545004248815715e-06,0.0019144873780781,82.04350310067336,172.62696884572506,224.1866439580917,24.0,8.0,9397.18701171875,0.0019274816310272,0.0019144873780781,0,10,nvidia_a40,0.0044300814972552,8.365143230085409e-05,0.0195275563232724,1.8417848198771562e-08,0.1629358155715174,3.948268266981987,0.1997654539291085,,,,,,,10.0,0.0123090734735253,0.0185338769651234,1.0,1.0,1.0,5.265738527365053e-07,7.779828814172337e-08,0.1487579642861964,5.308011307920997e-13,0.0199609201466803,1.0,3.673995391741896e-08,0.47637865816592,0.0306081411368328,1.0,2.2176954033129453e-08,0.6016789157105699,0.0332451480806347,1.0,1.3927165657358278e-08,0.632774737296759,0.0331168460112644,0.0422799450268401,0.0381366608927559,0.0292473182153856,1.0,1.0,1.0,1.0,9.294966417112592e-09,0.6724124623458743,5.959198394089718e-09,0.6414884434213753,3.4637738985435053e-09,0.5790145010985381,2.3817657774659396e-09,0.6887270051096357,0.0292466642253597,1.0,1.998266685269015e-09,0.8417046211622269
23,552,24,val,23.0,1.0550961637365248e-05,0.0,1.0550961637365248e-05,1.8060078096609888e-05,1.0550961637365248e-05,7.509116459244639e-06,2.7612901907769307e-06,4.747826268467708e-06,0.0018998423962369,,,,,,,,,0,10,nvidia_a40,0.0055205980223513,7.9462746815121e-05,0.0143944413154814,2.377666744916021e-08,0.1904167718202515,4.645007672218682,0.2300526556088392,,,,,,,10.0,0.0121748907561665,0.0185825194781487,1.0,1.0,1.0,5.69985618638451e-07,7.750896883619156e-08,0.135985060032363,5.151508943762595e-13,0.0201646380006975,1.0,3.463892782231361e-08,0.4469033275011309,0.0296712168440746,1.0,2.0403026404028207e-08,0.5889668340804617,0.0329450097352211,1.0,1.2838400554068114e-08,0.6293026271275589,0.032957659343307,0.0420967276414622,0.038797916997141,0.0295705749463602,1.0,1.0,1.0,1.0,8.631327312312821e-09,0.672278284359871,5.540517374504576e-09,0.6418730351218939,3.156146038696673e-09,0.569703321813033,2.1053249872571452e-09,0.6670167039376569,0.0282404607364533,1.0,1.762218015237402e-09,0.8370068984678536
23,552,24,train,,1.2107763669550512e-05,0.0,1.2107763669550512e-05,2.0884306678985414e-05,1.2107763669550512e-05,8.776543009434904e-06,3.157772424172096e-06,5.618770585262809e-06,0.0018998423962369,84.4298272083203,215.5437536537646,225.0395566225052,24.0,8.0,9397.18701171875,0.0019138991946831,0.0018998423962369,0,10,nvidia_a40,0.0068713762322244,8.693596903341108e-05,0.0127078832583396,3.0691890234585714e-08,0.2111782590679963,6.201099696691575,0.2566738677803268,,,,,,,10.0,0.0117134067550229,0.0183984197215899,1.0,1.0,1.0,7.668166139960809e-07,1.0709686796449109e-07,0.1411889359400414,5.288774912033944e-13,0.020172474875426,1.0,4.463591660753644e-08,0.4167823134813119,0.0293321468494688,1.0,2.5382388864118885e-08,0.5630807806872105,0.0328328352892533,1.0,1.5561185932420577e-08,0.6126844406246302,0.0320504268417285,0.0410903392180769,0.0391284393389596,0.0300228940430013,1.0,1.0,1.0,1.0,1.0328100171313137e-08,0.6712023477129088,6.7294009289884435e-09,0.6556949378340678,3.899678133040697e-09,0.5802055353213899,2.582201146872532e-09,0.6629136255496246,0.0289142126374873,1.0,2.1219596477689382e-09,0.8233530034703516
24,576,24,val,24.0,9.791436728420483e-06,0.0,9.791436728420483e-06,1.718992385763322e-05,9.791436728420483e-06,7.398487129212742e-06,2.738465933776725e-06,4.660021195436017e-06,0.0018841061767069,,,,,,,,,0,10,nvidia_a40,0.0047558358834722,7.867072673364457e-05,0.0165785652778481,1.9559737631175888e-08,0.1750142271689478,3.4180335716418546,0.2134442644948431,,,,,,,10.0,0.0119117788999736,0.0189917514368894,1.0,1.0,1.0,4.847405820627098e-07,6.788886673775017e-08,0.1407185826868159,4.853602456105857e-13,0.0192868043389548,1.0,3.183745345787568e-08,0.4689558182798112,0.0308960488857647,1.0,1.889535793995004e-08,0.5933962221119286,0.0323536748594561,1.0,1.1964663997381788e-08,0.6331360319470353,0.0332317892520688,0.0421006959020674,0.0387205938140011,0.0294899542959404,1.0,1.0,1.0,1.0,8.112353600015962e-09,0.678212890253605,5.21788707180767e-09,0.643220700817066,3.010318579569007e-09,0.5769264272119236,2.056504730294669e-09,0.6831429316864173,0.0287694029566242,1.0,1.7272772357531515e-09,0.8398860196445321
24,576,24,train,,9.773251735884868e-06,0.0,9.773251735884868e-06,1.7050246948675933e-05,9.773251735884868e-06,7.276995212791063e-06,2.654470852221317e-06,4.622524360569748e-06,0.0018841061767069,97.10474995275338,224.647068977356,224.94083642959595,24.0,8.0,9397.18701171875,0.0018992083787399,0.0018841061767069,0,10,nvidia_a40,0.0054373872401182,7.644947545271339e-05,0.0141124478219247,2.3588081896106657e-08,0.1845254490130749,5.430681400339004,0.224268751285413,,,,,,,10.0,0.0118205386025657,0.0187308780617509,1.0,1.0,1.0,5.08776961657775e-07,7.240156843089051e-08,0.1425516757161751,5.156182622201626e-13,0.0198105313923352,1.0,3.28779334450315e-08,0.4542786637706323,0.0302342742071074,1.0,1.9369042717229472e-08,0.5897278575186821,0.033285597723888,1.0,1.2191339463093011e-08,0.6296062866247195,0.0329705114058645,0.0425060223211025,0.0384656088686591,0.0293880829413593,1.0,1.0,1.0,1.0,8.195027485389364e-09,0.6725971383284471,5.210882341297633e-09,0.6362747246768631,2.9274391237327404e-09,0.5620925039700416,1.953189577394054e-09,0.6672733558093914,0.028469714023208,1.0,1.6320243067737502e-09,0.8356259213466752
25,600,24,val,25.0,8.530390044552239e-06,0.0,8.530390044552239e-06,1.500602533350201e-05,8.530390044552239e-06,6.475635288949773e-06,2.274084811783572e-06,4.201550477166201e-06,0.0018672979094103,,,,,,,,,0,10,nvidia_a40,0.0038908917350044,7.276946961780728e-05,0.0187321619676678,1.5704869053815307e-08,0.1527215756825002,3.369555614364752,0.1847022377004736,,,,,,,10.0,0.0122758350113372,0.0184441716943506,1.0,1.0,1.0,3.958602521289645e-07,5.5080678852489817e-08,0.1394075051977586,5.302998018484386e-13,0.0191979502242864,1.0,2.7096583605417276e-08,0.4920366306988571,0.0307371704904208,1.0,1.7498586209112685e-08,0.6456985808130556,0.0341284147936863,1.0,1.1217982003682291e-08,0.6409971599090292,0.0340264087364574,0.0420236390262302,0.0384934490900191,0.0289240247076527,1.0,1.0,1.0,1.0,7.309299840789239e-09,0.6517746193928159,4.52644528822502e-09,0.6193065620139968,2.5459359569067322e-09,0.5625297724539148,1.741876211934664e-09,0.6841963694436238,0.0282761713904336,1.0,1.4777176319985971e-09,0.8483454165886286
25,600,24,train,,8.867375591308563e-06,0.0,8.867375591308563e-06,1.557636174085135e-05,8.867375591308563e-06,6.708986149542782e-06,2.34440723986669e-06,4.3645789096760925e-06,0.0018672979094103,74.04215199251969,105.72149455547331,224.1463139653206,24.0,8.0,9397.18701171875,0.0018834270982763,0.0018672979094103,0,10,nvidia_a40,0.0044524800028782,7.351599052086794e-05,0.0165929046845792,1.878735941194933e-08,0.1591798618816324,3.9748256661673502,0.1938924232982591,,,,,,,10.0,0.0116950785493794,0.0187991895192102,1.0,1.0,1.0,4.253978743098609e-07,5.973733140606239e-08,0.1407928589182548,5.164264672549273e-13,0.0192863646557848,1.0,2.8155274386144752e-08,0.4713760966455487,0.0306308558716797,1.0,1.7870059489235328e-08,0.6352007618349708,0.0344771006635438,1.0,1.1459286906900015e-08,0.6414456752907266,0.0338538911666103,0.0413888433291467,0.0378470767091149,0.0291790078604467,1.0,1.0,1.0,1.0,7.522223079581822e-09,0.6568769896366398,4.684870019030497e-09,0.622997833309633,2.6368214030732544e-09,0.5628020501464749,1.7916709287777491e-09,0.6793857447328563,0.0284905682581132,1.0,1.5096344127648823e-09,0.842589408504507
26,624,24,val,26.0,8.00637883966229e-06,0.0,8.00637883966229e-06,1.3979853942425018e-05,8.00637883966229e-06,5.9734751027627305e-06,1.9578597902665773e-06,4.015615312496153e-06,0.0018494380916042,,,,,,,,,0,10,nvidia_a40,0.0036882097971785,7.100151563184092e-05,0.0192817854807756,1.4665206575198524e-08,0.1461070929502256,3.759541530120418,0.1770731179750521,,,,,,,10.0,0.0124159689933191,0.0187352459995701,1.0,1.0,1.0,3.77052291338337e-07,5.714286251360149e-08,0.1518104124973191,5.08561646443083e-13,0.0196448639581371,1.0,2.8685231336734096e-08,0.5020199441668806,0.0312950237342095,1.0,1.7498492739195734e-08,0.6100278352667424,0.0323755684432328,1.0,1.124402493924577e-08,0.6424450694050585,0.0341526444083554,0.0438151548724011,0.0384277524505973,0.0283429672348341,1.0,1.0,1.0,1.0,7.530959806991528e-09,0.6698633301797166,4.592738863040385e-09,0.6098732932811591,2.4663474323467434e-09,0.5370910873083891,1.6609388646181663e-09,0.6734361253626375,0.0280094459158355,1.0,1.4069078209316722e-09,0.8470244748253081
26,624,24,train,,7.994814906195622e-06,0.0,7.994814906195622e-06,1.4036080504017927e-05,7.994814906195622e-06,6.041265597822303e-06,2.0656508329970784e-06,3.975614764825227e-06,0.0018494380916042,91.06986969709396,224.26519580185413,225.07712244987488,24.0,8.0,9397.18701171875,0.001866574598165,0.0018494380916042,0,10,nvidia_a40,0.0041032909546258,7.013621661837805e-05,0.017112882612296,1.729619163742215e-08,0.1510726124741639,4.400274385329786,0.1837841593810829,,,,,,,10.0,0.0117934790129994,0.0189512939334502,1.0,1.0,1.0,3.788227831032367e-07,5.795609260808554e-08,0.1531496755085459,5.450621148222818e-13,0.0197266155711571,1.0,2.790384620481151e-08,0.4814946123055986,0.0308827116633094,1.0,1.692643780557879e-08,0.6065777764689663,0.0328526779376921,1.0,1.0838876418732328e-08,0.6402719432662654,0.0337522604334635,0.0435124279946114,0.0384328376332015,0.0287034370104242,1.0,1.0,1.0,1.0,7.3380401424370294e-09,0.6774059083599124,4.521227769503507e-09,0.6164070406903234,2.4400143901716988e-09,0.5399536861308631,1.6289269493864143e-09,0.6677051287524143,0.0280212384920592,1.0,1.3733503812872955e-09,0.8430796715622147
27,648,24,val,27.0,1.022441222998491e-05,0.0,1.022441222998491e-05,1.7542112009903064e-05,1.022441222998491e-05,7.317699779918152e-06,2.0988715047567955e-06,5.2188282751613565e-06,0.0018305485028852,,,,,,,,,0,10,nvidia_a40,0.0054882133630593,8.147762654533897e-05,0.0148472936118828,2.312028324033705e-08,0.1837106237500751,4.408561552444232,0.2207774392969491,,,,,,,10.0,0.0118474677650065,0.0189990183391134,1.0,1.0,1.0,6.64996462962766e-07,8.916080813939743e-08,0.134080310462294,5.363736880425052e-13,0.0201453369479576,1.0,3.8380294348710744e-08,0.4304912006033699,0.0293886840199028,1.0,2.120201079634225e-08,0.5526230995110559,0.0314545494080471,1.0,1.3095066143673509e-08,0.6176379115456728,0.0316161990751803,0.0429059194740466,0.0398194226072499,0.0297635026094541,1.0,1.0,1.0,1.0,9.03734785564982e-09,0.6901315862963493,5.956405733915137e-09,0.659092258727175,3.4247219995214292e-09,0.5749857107007578,2.249251448660718e-09,0.65675914758042,0.0286310796343247,1.0,1.852532547054744e-09,0.8236464135954935
27,648,24,train,,9.951417745411332e-06,0.0,9.951417745411332e-06,1.709572939197465e-05,9.951417745411332e-06,7.144311646563317e-06,2.2133260583058805e-06,4.930985588257438e-06,0.0018305485028852,94.38011515885592,224.09773096442223,224.3621200323105,24.0,8.0,9397.18701171875,0.001848671429604,0.0018305485028852,0,10,nvidia_a40,0.0047320244778128,8.059587363052708e-05,0.0172583118789779,2.0058472488885393e-08,0.1619509360543543,4.414213758902197,0.197468926027997,,,,,,,10.0,0.0118622556061092,0.0189443614564968,1.0,1.0,1.0,5.053279212070118e-07,8.129894515072405e-08,0.1606127557246571,5.436102533465865e-13,0.0206885887147386,1.0,3.814140154834423e-08,0.4718757662880418,0.0305311928444889,1.0,2.166473127899984e-08,0.573152290855603,0.0317108991539562,1.0,1.3616252305511568e-08,0.6292500381823974,0.0330688933223158,0.0434936823654101,0.0380434289359364,0.0292251984710224,1.0,1.0,1.0,1.0,9.352031850825109e-09,0.6854556347235151,5.877337956504464e-09,0.627196882324857,3.3044076842331292e-09,0.5575671374268577,2.2300974135803084e-09,0.6716154873957288,0.0290741764713724,1.0,1.8478529674025503e-09,0.8306268131521579
28,672,24,val,28.0,8.338453984743464e-06,0.0,8.338453984743464e-06,1.4738144914671515e-05,8.338453984743464e-06,6.399690929928052e-06,2.1298357514898147e-06,4.269855178438237e-06,0.0018106521786293,,,,,,,,,0,10,nvidia_a40,0.0045385001785451,7.28667598707873e-05,0.01605543760934,1.852669311828585e-08,0.1654251195665026,3.2683972584403915,0.2007877797113104,,,,,,,10.0,0.0120089363072713,0.0187101335680116,1.0,1.0,1.0,5.088952034730886e-07,6.47295175233501e-08,0.1272038427937921,5.17793100048518e-13,0.019339496862696,1.0,2.965914155478273e-08,0.4581597818911497,0.0305546692828453,1.0,1.8068816795768457e-08,0.6093648037247912,0.0330806078768913,1.0,1.1515511802108934e-08,0.6373696751345173,0.03308197628142,0.0427105571145035,0.0390299698613377,0.0288106355719641,1.0,1.0,1.0,1.0,7.727630361459658e-09,0.6711056140153945,4.870545144152075e-09,0.6303017822410453,2.6592081587434118e-09,0.5459536753760535,1.764949075384256e-09,0.663720988816134,0.0279905973458976,1.0,1.4817121728898103e-09,0.8395151169433694
28,672,24,train,,8.675524670771963e-06,0.0,8.675524670771963e-06,1.5177531624193e-05,8.675524670771963e-06,6.5020069534210405e-06,2.177012093958963e-06,4.32499485946208e-06,0.0018106521786293,79.89786006510258,206.4156543463466,224.9310240149498,24.0,8.0,9397.18701171875,0.001829739425055,0.0018106521786293,0,10,nvidia_a40,0.0050057955408658,7.432431646790714e-05,0.0148655923765429,2.128095528684653e-08,0.1736418247413969,4.9270659496621,0.2114298189706932,,,,,,,10.0,0.0117872635602258,0.019082166803937,1.0,1.0,1.0,5.019727224284752e-07,7.76122046342711e-08,0.1547992221050702,5.347433727017207e-13,0.020628674036878,1.0,3.5182911373890414e-08,0.4540934254928817,0.0301468646182746,1.0,1.9009325058501587e-08,0.5416315445843716,0.0308005648386164,1.0,1.1786228197422749e-08,0.6202413153408938,0.031981515869959,0.0451861950020179,0.0394567830140672,0.0289248717887664,1.0,1.0,1.0,1.0,8.277715669499957e-09,0.7024848775658912,5.29990034239998e-09,0.6401338214542786,2.8605123622148702e-09,0.5393622404032213,1.8544583088605183e-09,0.648142540451113,0.0279371985665447,1.0,1.5440683070271294e-09,0.8327235169790206
29,696,24,val,29.0,7.814890241030121e-06,0.0,7.814890241030121e-06,1.3709403620425545e-05,7.814890241030121e-06,5.894513379395421e-06,1.940750643636585e-06,3.953762735758835e-06,0.0017897733819011,,,,,,,,,0,10,nvidia_a40,0.0040513494084962,7.148001722977567e-05,0.0176512929251317,1.6732383226754674e-08,0.1521907232197376,2.8725105951004277,0.1833682105106144,,,,,,,10.0,0.0120738297921852,0.0185832894801022,1.0,1.0,1.0,4.0604723918959213e-07,5.9347767828955774e-08,0.1462818411359413,4.973418522633662e-13,0.0194731794661397,1.0,2.7581509356569664e-08,0.4647314850742702,0.030517240314035,1.0,1.7022051919064932e-08,0.6172126745625998,0.0323266929658753,1.0,1.0888612703620756e-08,0.6396895443085069,0.0326677096016337,0.0432044447837683,0.0400865610471489,0.0288757620518086,1.0,1.0,1.0,1.0,7.332567748889359e-09,0.6734387346144847,4.7123812232439855e-09,0.6426881128942379,2.578433394907618e-09,0.547163466862039,1.69755485045775e-09,0.6583662625412802,0.0276497121409438,1.0,1.425794095322725e-09,0.8399084452662222
29,696,24,train,,8.244853276700894e-06,0.0,8.244853276700894e-06,1.4430236713844138e-05,8.244853276700894e-06,6.185383437143242e-06,2.038221685076779e-06,4.147161752066462e-06,0.0017897733819011,90.26247790704171,224.74194169044492,225.21890699863437,24.0,8.0,9397.18701171875,0.001809801671619,0.0017897733819011,0,10,nvidia_a40,0.004581900767124,7.274748092575396e-05,0.0159327179276235,1.9360267923417583e-08,0.1591409285558556,3.7068515896161793,0.1920871629058691,,,,,,,10.0,0.0118205192180727,0.0185370548571419,1.0,1.0,1.0,4.477345746095237e-07,6.49042034526821e-08,0.1449145635014827,5.289876134982236e-13,0.0194984016340082,1.0,2.9419457103481632e-08,0.4536673145403251,0.0302085461256789,1.0,1.8029873983063142e-08,0.6128178407726783,0.0332133322298452,1.0,1.1462797815406063e-08,0.6362699149429757,0.033094854825518,0.0419768431637716,0.0388487774773669,0.029447194315418,1.0,1.0,1.0,1.0,7.666789794755216e-09,0.6697263176833439,4.855091290665736e-09,0.633842633703106,2.694581111804471e-09,0.5554595546476614,1.7798613195108515e-09,0.660873357600265,0.0282325910932636,1.0,1.4790999868470466e-09,0.8313575309753062
30,720,24,val,30.0,9.26952869640487e-06,0.0,9.26952869640487e-06,1.581613655946462e-05,9.26952869640487e-06,6.546607863059751e-06,2.0699162643801268e-06,4.476691598679624e-06,0.0017679375738656,,,,,,,,,0,10,nvidia_a40,0.0065480866497288,7.894782905787333e-05,0.0121053704487091,2.896943494445437e-08,0.1998580957579512,4.310707687574815,0.2369671341645527,,,,,,,10.0,0.0112443502448181,0.0184870089444923,1.0,1.0,1.0,6.347105154640865e-07,8.832707444817135e-08,0.1395597076038813,5.103804744341218e-13,0.0200659650808968,1.0,3.6473280308578525e-08,0.4131327097838248,0.0292882676069936,1.0,2.1539592578767153e-08,0.5904575616655202,0.0329445648544857,1.0,1.327621252156223e-08,0.6161979748791859,0.0326135438924484,0.0406518628746545,0.0389422062841831,0.0298797094277525,1.0,1.0,1.0,1.0,8.701537081011421e-09,0.65573887399595,5.584858283037473e-09,0.6419471477300531,3.186157020775815e-09,0.5708320994806269,2.111238139346932e-09,0.6628153459216722,0.028509611962468,1.0,1.7393201052911571e-09,0.8238589797305271
30,720,24,train,,1.000969727384653e-05,0.0,1.000969727384653e-05,1.713198319800633e-05,1.000969727384653e-05,7.122285924159795e-06,2.183382509713237e-06,4.938903414446557e-06,0.0017679375738656,93.3944961676995,224.8399682343006,225.0648140907288,24.0,8.0,9397.18701171875,0.0017888824828826,0.0017679375738656,0,10,nvidia_a40,0.0065855072261629,8.227846524057656e-05,0.0129998675394253,2.9405893002747452e-08,0.1972147674715376,4.7656167325323375,0.2334926707507487,,,,,,,10.0,0.0112137599997927,0.0187238148173583,1.0,1.0,1.0,6.266796864730979e-07,9.529986734660177e-08,0.1523453727573765,5.410473171983963e-13,0.0202505506730746,1.0,4.1058967165493876e-08,0.4342840711827752,0.0300643697768969,1.0,2.3888835996451435e-08,0.5840389558906225,0.0326028166350123,1.0,1.46023715357786e-08,0.6141794391985389,0.032409026294255,0.0410972589599171,0.0383751624958792,0.0298747998713624,1.0,1.0,1.0,1.0,9.518047011555882e-09,0.6552070521031322,6.038822247881539e-09,0.6348667723288778,3.4735625815869634e-09,0.5728026864162896,2.330477641007584e-09,0.6693876928039445,0.0291403576531128,1.0,1.90952810760562e-09,0.820945432622079
31,744,24,val,31.0,7.68934896321353e-06,0.0,7.68934896321353e-06,1.364183989045014e-05,7.68934896321353e-06,5.9524909272366085e-06,1.9880719239779283e-06,3.964419003258681e-06,0.0017451713827389,,,,,,,,,0,10,nvidia_a40,0.0050468949404159,7.056427892011741e-05,0.0140291556193898,2.1394316761027893e-08,0.1671472907483853,3.585941161368367,0.2021227629356667,,,,,,,10.0,0.0113364172970041,0.0183983433951833,1.0,1.0,1.0,4.273370999161705e-07,6.429283789203333e-08,0.1508603965111082,4.937898553966623e-13,0.0191816375009714,1.0,2.8923313397083458e-08,0.4499570805079434,0.0307070313455074,1.0,1.822913431036828e-08,0.6302134459376365,0.0335886310369113,1.0,1.1684577072690918e-08,0.6407936011672497,0.0339172009619491,0.0417790333307258,0.0380992562427578,0.0288986214745533,1.0,1.0,1.0,1.0,7.549638909966991e-09,0.6462589353074023,4.634345889023565e-09,0.6139449657494259,2.510145694357643e-09,0.5417367494250239,1.6593102091044856e-09,0.6610702906650994,0.0276090705773907,1.0,1.3895464921031155e-09,0.8374201087598855
31,744,24,train,,8.080453590525929e-06,0.0,8.080453590525929e-06,1.416662261058664e-05,8.080453590525929e-06,6.086169020060706e-06,2.017427260441749e-06,4.068741759618958e-06,0.0017451713827389,85.0531014924248,221.482865139842,224.48188811540604,24.0,8.0,9397.18701171875,0.0017670073692678,0.0017451713827389,0,10,nvidia_a40,0.0058848262663087,7.249644314250929e-05,0.0123704497709487,2.60463040794947e-08,0.1880098359924387,5.01549724151238,0.2250632813192963,,,,,,,10.0,0.0110985664183321,0.0186034733353885,1.0,1.0,1.0,4.776117652058574e-07,7.389574444347609e-08,0.1551463394031528,5.341083637134724e-13,0.0197095124898703,1.0,3.2456577818496664e-08,0.4403858650027916,0.0297532594934774,1.0,1.9363069003260023e-08,0.5977426499657498,0.0334877134537916,1.0,1.222349026931686e-08,0.6315473135950643,0.0334246629190833,0.0419756739707292,0.0383681235421367,0.0294329963730652,1.0,1.0,1.0,1.0,8.052663244327975e-09,0.6591165601718165,4.989304002741658e-09,0.619681941777905,2.7146533767576204e-09,0.5438159062759211,1.774641253695776e-09,0.6535256527727065,0.0280454955065108,1.0,1.4686105943833147e-09,0.8277162471028148
32,768,24,val,32.0,7.060835563494295e-06,0.0,7.060835563494295e-06,1.225654738374692e-05,7.060835563494295e-06,5.195711820252625e-06,1.6005816823886969e-06,3.5951301378639283e-06,0.0017215025713158,,,,,,,,,0,10,nvidia_a40,0.0047271154188156,6.73235556976481e-05,0.0142786906822717,2.0062873059178025e-08,0.1612107571753532,3.428324359446539,0.190492119081206,,,,,,,10.0,0.0114985768251523,0.0187710167354863,1.0,1.0,1.0,4.149388978063418e-07,6.008203534282916e-08,0.1451214520281255,5.062172733432956e-13,0.019283981786111,1.0,2.6437341399923258e-08,0.4400029455005063,0.0297292077820549,1.0,1.6113367192585836e-08,0.6096793992717492,0.0328677586215071,1.0,1.0274307521536705e-08,0.6374906145013128,0.0334426767903475,0.042579804474239,0.0396827939640154,0.0293130649316199,1.0,1.0,1.0,1.0,6.848322434252376e-09,0.666740859536403,4.298388951017602e-09,0.6276838315901008,2.3328071037672752e-09,0.5427363126862332,1.5186103420708035e-09,0.6509951373084001,0.0273830435267375,1.0,1.2648855498849286e-09,0.8329007440466143
32,768,24,train,,6.970058428664813e-06,0.0,6.970058428664813e-06,1.23232626240176e-05,6.970058428664813e-06,5.353204195352788e-06,1.748742697999655e-06,3.604461497353132e-06,0.0017215025713158,80.07815045615037,165.3889808803795,223.8011434674263,24.0,8.0,9397.18701171875,0.0017442030069227,0.0017215025713158,0,10,nvidia_a40,0.0050440180209569,6.681869998518507e-05,0.0132786927017745,2.1850463433979983e-08,0.1669058472765581,4.303642455488286,0.2001022901608219,,,,,,,10.0,0.0112699478325979,0.0186254137693991,1.0,1.0,1.0,3.9254675189803457e-07,6.2207538318968e-08,0.1586753415032131,5.389487546748449e-13,0.0194997056917407,1.0,2.8261776547300075e-08,0.4542711179156324,0.0300995114192838,1.0,1.7333443079205865e-08,0.6131440993293024,0.0333456863307819,1.0,1.1086150876504003e-08,0.6396000020426558,0.0337419027764807,0.0426752864946392,0.0385970354670173,0.029093882219213,1.0,1.0,1.0,1.0,7.311683153284439e-09,0.6602080670113236,4.445250908152258e-09,0.6083522742662081,2.333046387963972e-09,0.5252382710987239,1.5010737297975903e-09,0.6435006557751425,0.0274539510876831,1.0,1.246608971213666e-09,0.8304591487229404
33,792,24,val,33.0,6.669763624782606e-06,0.0,6.669763624782606e-06,1.189081699066502e-05,6.669763624782606e-06,5.221053365882413e-06,1.6488387644745866e-06,3.572214601407827e-06,0.0016969600031137,,,,,,,,,0,10,nvidia_a40,0.0043829065349141,6.643888223573678e-05,0.0152016365254522,1.8732263924089625e-08,0.156337264648674,3.578842839614587,0.1860247103937667,,,,,,,10.0,0.0114520897147328,0.0188782105991622,1.0,1.0,1.0,3.595780709503747e-07,5.769950851779095e-08,0.1606452263069244,5.513164574227143e-13,0.0198192344121127,1.0,2.6809218071183804e-08,0.4646353153924379,0.0309429568891579,1.0,1.6390890083546406e-08,0.6113430597137637,0.0319697489669634,1.0,1.0416241927302342e-08,0.6353303684768112,0.0337045945815745,0.0429196022128682,0.0393658291050692,0.0289554835714925,1.0,1.0,1.0,1.0,6.941084783955719e-09,0.666451538916584,4.239629591222234e-09,0.6106991604363564,2.247355144203618e-09,0.5303351251099183,1.471740918974616e-09,0.6549917928430868,0.0275025231186117,1.0,1.231898444299792e-09,0.8370142891554235
33,792,24,train,,6.469920949694631e-06,0.0,6.469920949694631e-06,1.1487824214838383e-05,6.469920949694631e-06,5.017903265143757e-06,1.5727871559687305e-06,3.445116109175026e-06,0.0016969600031137,84.46584766109784,216.1243949085473,224.55670684576037,24.0,8.0,9397.18701171875,0.0017204972051911,0.0016969600031137,0,10,nvidia_a40,0.0048235772585933,6.478972272822302e-05,0.0134532081613909,2.118479650956958e-08,0.1612027141023722,4.316463061657923,0.1927931113904162,,,,,,,10.0,0.0111874372789485,0.0189143723361555,1.0,1.0,1.0,3.559801857137446e-07,5.7279385197938557e-08,0.1611538101901475,5.495434034624178e-13,0.0197572932248278,1.0,2.619482498292336e-08,0.4572445165860309,0.0303257662118132,1.0,1.5698759887952305e-08,0.5992661238105556,0.0323586396231573,1.0,9.96867510323783e-09,0.6350144114891212,0.0334007239915957,0.0433883686748662,0.0394695918600122,0.0290126207943472,1.0,1.0,1.0,1.0,6.739450133961583e-09,0.6765095381984882,4.144514294283608e-09,0.615278098956587,2.1790974902883566e-09,0.5258358332899217,1.4063019301078882e-09,0.64535491180262,0.0273849560963202,1.0,1.1718840274382335e-09,0.8332784877682958
