epoch,global_step,step_in_epoch,split,validation_index,loss,boundary_weight,loss_energy_optimized,loss_energy_consistency,loss_energy_bulk,loss_energy_boundary,loss_energy_boundary_x,loss_energy_boundary_y,learning_rate,optimizer_step_time_mean_ms,optimizer_step_time_p95_ms,optimizer_step_time_max_ms,optimizer_step_count,optimizer_basis_refresh_count,optimizer_peak_memory_mib,learning_rate_first,learning_rate_last,seed,K,hardware,tangent_response_mismatch_pre,tangent_response_mismatch_post,tangent_response_mismatch_ratio,tangent_gradient_rms,tangent_delta_rms,tangent_delta_max_abs,tangent_correction_rel_symmetric_pair,tangent_eta_cap_enabled,tangent_eta_star_mean,tangent_eta_applied_mean,tangent_eta_cap_fraction,tangent_line_search_numerator_mean,tangent_line_search_denominator_mean,tangent_subspace_dimension,tangent_coefficient_0_mean,tangent_coefficient_1_mean,tangent_direction_0_active_fraction,tangent_direction_1_active_fraction,tangent_second_direction_active_fraction,tangent_response_cost_k1_mean,tangent_response_cost_k2_mean,tangent_response_cost_k2_over_k1,tangent_response_orthogonality_max,tangent_coefficient_2_mean,tangent_direction_2_active_fraction,tangent_response_cost_k3_mean,tangent_response_cost_k3_over_k2,tangent_coefficient_3_mean,tangent_direction_3_active_fraction,tangent_response_cost_k4_mean,tangent_response_cost_k4_over_k3,tangent_coefficient_4_mean,tangent_direction_4_active_fraction,tangent_response_cost_k5_mean,tangent_response_cost_k5_over_k4,tangent_coefficient_5_mean,tangent_coefficient_6_mean,tangent_coefficient_7_mean,tangent_coefficient_8_mean,tangent_direction_5_active_fraction,tangent_direction_6_active_fraction,tangent_direction_7_active_fraction,tangent_direction_8_active_fraction,tangent_response_cost_k6_mean,tangent_response_cost_k6_over_k5,tangent_response_cost_k7_mean,tangent_response_cost_k7_over_k6,tangent_response_cost_k8_mean,tangent_response_cost_k8_over_k7,tangent_response_cost_k9_mean,tangent_response_cost_k9_over_k8,tangent_coefficient_9_mean,tangent_direction_9_active_fraction,tangent_response_cost_k10_mean,tangent_response_cost_k10_over_k9
5,120,24,val,5.0,0.0004680109088365,0.0,0.0004680109088365,0.0007114557744117,0.0004680109088365,0.0002434448655751,6.080034401245674e-05,0.0001826445215627,0.001,,,,,,,,,2,10,nvidia_a40,0.0107097170903204,0.0005658124868679,0.0529177912839826,3.9135552312648136e-08,0.4981747913327011,7.137649954785654,0.9937204626064492,,,,,,,10.0,0.0139401314663356,0.0191730695095791,1.0,1.0,1.0,5.809792041225951e-06,1.836750109249761e-06,0.3173547417698798,7.954585228515812e-13,0.0276335050712016,1.0,9.111523595270042e-07,0.4954273944302216,0.028849739753266,1.0,5.22542354697918e-07,0.573414568322767,0.0292235918413218,1.0,3.7508923948972057e-07,0.7178243429398424,0.0368379278651931,0.0419645244942971,0.0356436538363102,0.0318180188189055,1.0,1.0,1.0,1.0,2.873104251736564e-07,0.7658510224208418,2.071895733788261e-07,0.7208887674454962,1.425084761930291e-07,0.6884296835304716,1.0803817063295148e-07,0.7587526873028261,0.0359596025904563,1.0,8.949904604575274e-08,0.8285054307085141
5,120,24,train,,0.0004640675341584,0.0,0.0004640675341584,0.00071340148226,0.0004640675341584,0.0002493339481016,6.056083243595228e-05,0.0001887731156656,0.001,88.2227352509896,218.226246908307,225.10483115911484,24.0,8.0,9397.33837890625,0.0008083333333333,0.001,2,10,nvidia_a40,0.0109273159244883,0.000572311413562,0.0523995548396508,3.990721285111451e-08,0.4995456883674518,7.119107006548828,1.0039035828051013,,,,,,,10.0,0.0138987850515066,0.0189889918671797,1.0,1.0,1.0,6.107475181062197e-06,1.9149033179114385e-06,0.3138238270311542,7.834149426263738e-13,0.0277049034528114,1.0,9.563147103424572e-07,0.4994385804808496,0.0290246504422577,1.0,5.433128956700432e-07,0.5681607116397788,0.0290703905619273,1.0,3.891887525317443e-07,0.7163337099896216,0.0367680498739634,0.0421260903688093,0.0356034329206142,0.0316837291486922,1.0,1.0,1.0,1.0,2.974191316257823e-07,0.7640928577898812,2.1285091992308642e-07,0.715514393150578,1.454746140499739e-07,0.6834743682106554,1.1029776790500337e-07,0.7583096604416153,0.0360938914256194,1.0,9.149526549357455e-08,0.829545121983035
6,144,24,val,6.0,0.0004682554131489,0.0,0.0004682554131489,0.0007114815522597,0.0004682554131489,0.0002432261391107,6.078289143336436e-05,0.0001824432476774,0.0012,,,,,,,,,2,10,nvidia_a40,0.0107149650401058,0.0005657934240347,0.0528923940954651,3.9153021972046245e-08,0.4984010354886897,7.150934707219738,0.9939973551842292,,,,,,,10.0,0.0139574112643173,0.0191478794040861,1.0,1.0,1.0,5.809555402266416e-06,1.839071321716516e-06,0.3177772868901893,7.939417524728127e-13,0.0276362893358986,1.0,9.115900494441324e-07,0.4950732486818129,0.0288691620276843,1.0,5.225204869327361e-07,0.5731370702672387,0.0292082735056279,1.0,3.750358013232644e-07,0.717727719790995,0.0368059959067071,0.0419917935003215,0.0356628559380508,0.0318230937579625,1.0,1.0,1.0,1.0,2.8730745985914906e-07,0.7659554525967243,2.0719056037747527e-07,0.7209040462522269,1.425306338587039e-07,0.6885295191027846,1.0804586680102495e-07,0.7586749749800425,0.0359660404372577,1.0,8.949271893077989e-08,0.8283966229647545
6,144,24,train,,0.0004640904920448,0.0,0.0004640904920448,0.0007133790549454,0.0004640904920448,0.0002492885629005,6.05633940513604e-05,0.0001887251688491,0.0012,84.26729124039412,209.03899520635585,225.398413836956,24.0,8.0,9397.72314453125,0.0010083333333333,0.0012,2,10,nvidia_a40,0.0109297522851219,0.0005722538680999,0.0523744216213606,3.992902136341164e-08,0.4995684280686168,7.323614714824086,1.0038198069352475,,,,,,,10.0,0.0138958125446654,0.0189904157521998,1.0,1.0,1.0,6.108066574129784e-06,1.9149340617382776e-06,0.3136688613047295,7.803362102949527e-13,0.0277063025647236,1.0,9.563557162140026e-07,0.4995104478793861,0.0290261700983894,1.0,5.43360566856911e-07,0.5682040760036076,0.0290743771988016,1.0,3.8919955900272105e-07,0.7161717379761925,0.0367687274724118,0.0421293360912393,0.035604537642043,0.0316863194515658,1.0,1.0,1.0,1.0,2.974087534995492e-07,0.7639111735716135,2.128432584785935e-07,0.715416883046548,1.4547118371516598e-07,0.6835191543334485,1.102946999978367e-07,0.7584028090215058,0.0360839983091004,1.0,9.149413221601745e-08,0.8296105394082506
7,168,24,val,7.0,0.0004681686609043,0.0,0.0004681686609043,0.000711265996121,0.0004681686609043,0.0002430973352166,6.076924183834916e-05,0.0001823280933782,0.0014,,,,,,,,,2,10,nvidia_a40,0.0107172013380279,0.0005657145224375,0.0528738329956095,3.916473244762816e-08,0.4983966689826781,7.150404646757329,0.9939678427936924,,,,,,,10.0,0.0139563743482373,0.0191439079878942,1.0,1.0,1.0,5.808301944235446e-06,1.8386058174466916e-06,0.3177632939592378,7.934438447854524e-13,0.0276386700359203,1.0,9.113340983703584e-07,0.4950638980102834,0.0288777473169369,1.0,5.223154679146884e-07,0.5730759670340937,0.0292110253768788,1.0,3.7485874923070845e-07,0.7176687747961816,0.0367945840645381,0.0419848471207846,0.0356624508090372,0.0318195129395931,1.0,1.0,1.0,1.0,2.871772927281951e-07,0.765971058421778,2.071085073469729e-07,0.7209441084407612,1.4249034133636977e-07,0.6886062102861752,1.080163625772943e-07,0.7586789169127354,0.0359673727793359,1.0,8.946777073500575e-08,0.8283923506440607
7,168,24,train,,0.0004640545065379,0.0,0.0004640545065379,0.0007133005922266,0.0004640545065379,0.0002492460856887,6.056640699684151e-05,0.0001886796786918,0.0014,87.59452681988478,217.71490573883048,224.1117432713509,24.0,8.0,9397.5205078125,0.0012083333333333,0.0014,2,10,nvidia_a40,0.010934984159952,0.0005723920034234,0.0523691925450504,3.994950695951176e-08,0.4996802171967259,7.150655733719109,1.0040102782228515,,,,,,,10.0,0.0138941879703123,0.018988728156836,1.0,1.0,1.0,6.108826222408983e-06,1.9147052123883704e-06,0.3135269905704417,7.759269805456974e-13,0.0277041235428883,1.0,9.563128584241237e-07,0.4994875665011746,0.0290300547589689,1.0,5.433802627807384e-07,0.56820899085465,0.0290755779482635,1.0,3.891884005896213e-07,0.7162661822383135,0.0367707590659215,0.0421206505759801,0.0355965039472389,0.0316947899685562,1.0,1.0,1.0,1.0,2.973676895107933e-07,0.7640790862160417,2.128085011041089e-07,0.7155981904352932,1.454567971975611e-07,0.6835893446821206,1.1028644273134941e-07,0.7582879462633407,0.0360818060219191,1.0,9.148822928728917e-08,0.8295620149989545
8,192,24,val,8.0,0.0004677027880591,0.0,0.0004677027880591,0.0007104156419403,0.0004677027880591,0.0002427128538812,6.071960631891429e-05,0.0001819932475623,0.0016,,,,,,,,,2,10,nvidia_a40,0.0107231274719834,0.000565397761169,0.0528142412011822,3.919758018093784e-08,0.4983383655557423,7.143371311397575,0.9938126990135218,,,,,,,10.0,0.0139493282744961,0.0191347722622334,1.0,1.0,1.0,5.803516181744595e-06,1.836382406431149e-06,0.3176323176994293,7.923952425614696e-13,0.0276445296049924,1.0,9.103067473050323e-07,0.4951122503621319,0.0288971206838855,1.0,5.215767256572681e-07,0.5729181390008284,0.0292219030241331,1.0,3.742225395128127e-07,0.7174652109875745,0.0368085120440058,0.0419963466650082,0.0356631191222484,0.0317993805396595,1.0,1.0,1.0,1.0,2.866584803201576e-07,0.7658966012888332,2.067392397022733e-07,0.720964950914328,1.4228706266376712e-07,0.688848085594619,1.0788792767940096e-07,0.7588406818237011,0.0359674414925692,1.0,8.936750842120877e-08,0.828444504259209
8,192,24,train,,0.0004638153720013,0.0,0.0004638153720013,0.0007128362162373,0.0004638153720013,0.0002490208442359,6.0543790395724286e-05,0.0001884770538402,0.0016,86.1101746559143,215.7189656049012,224.98798370361328,24.0,8.0,9396.85498046875,0.0014083333333333,0.0016,2,10,nvidia_a40,0.0109337460032476,0.0005720186391551,0.052330417576695,3.994887762951957e-08,0.499524539088389,7.3023251713718595,1.0035536389555937,,,,,,,10.0,0.0138914139033472,0.018988994359863,1.0,1.0,1.0,6.1042985788454345e-06,1.9125817289007657e-06,0.3135298893375608,7.747138150060457e-13,0.0277004233101915,1.0,9.554088418620316e-07,0.4995035701222731,0.0290371345441869,1.0,5.428711008216686e-07,0.5680767603554598,0.0290743577684711,1.0,3.8877815264777044e-07,0.716111318635965,0.0367581515990594,0.0421151481979501,0.0356030646266532,0.0316969155543166,1.0,1.0,1.0,1.0,2.9705054008892504e-07,0.7639728129665225,2.126096097306225e-07,0.7155769831518319,1.453469747663943e-07,0.6837443151691291,1.1021163666801159e-07,0.7584654259356096,0.0360726307825132,1.0,9.14327880836358e-08,0.829604689566134
9,216,24,val,9.0,0.0004654066410271,0.0,0.0004654066410271,0.0007070950589137,0.0004654066410271,0.0002416884178865,6.141166847051675e-05,0.0001802767494159,0.0018,,,,,,,,,2,10,nvidia_a40,0.010744260934211,0.0005638017175008,0.0525559455937032,3.929194991423292e-08,0.498661627376237,7.108533431561,0.9476707124033584,,,,,,,10.0,0.0139188012795147,0.0191030781008728,1.0,1.0,1.0,5.782383227481308e-06,1.824189704038664e-06,0.3166240311847317,7.880325763002434e-13,0.027655942086081,1.0,9.046835092775866e-07,0.495343848414865,0.0289256473859697,1.0,5.176798227370475e-07,0.5721909282701401,0.0291942326789275,1.0,3.7080485283231605e-07,0.7162685114478917,0.0365992061909771,0.0419886721537193,0.0356863672690936,0.0317749370021494,1.0,1.0,1.0,1.0,2.840523084831888e-07,0.7659459377111901,2.05074889035777e-07,0.7217012835618907,1.4142774068295117e-07,0.6902247488578455,1.07255617552685e-07,0.7589560118207821,0.0360132671719242,1.0,8.886413182334386e-08,0.8286323784042435
9,216,24,train,,0.0004627520390677,0.0,0.0004627520390677,0.0007107368187674,0.0004627520390677,0.0002479847796997,6.041103226050956e-05,0.0001875737474392,0.0018,92.40089574207862,224.32540841400623,224.49176013469696,24.0,8.0,9397.5205078125,0.0016083333333333,0.0018,2,10,nvidia_a40,0.0109352198583589,0.0005713884603866,0.0522831611756351,3.9947591333964696e-08,0.499353809104218,7.389053839809608,1.001785416899492,,,,,,,10.0,0.0138852698559834,0.0189808111145404,1.0,1.0,1.0,6.086129279674669e-06,1.9041011560940671e-06,0.3130614989319535,7.71428009780095e-13,0.0276845542901001,1.0,9.517361550364654e-07,0.4998575494969,0.0290657985945157,1.0,5.407461984302703e-07,0.5681427248894645,0.0290683359950782,1.0,3.870434032175973e-07,0.7157694743443787,0.0367155257041894,0.0420741586064945,0.0356170350542785,0.0317030530595272,1.0,1.0,1.0,1.0,2.9572256111779785e-07,0.7640263679028458,2.118173179658448e-07,0.7161930503121239,1.448999191799598e-07,0.6842052132729765,1.0989145699877309e-07,0.7585139949857352,0.0360606969234582,1.0,9.118699022845785e-08,0.8297713261961558
10,240,24,val,10.0,0.0004319350485112,0.0,0.0004319350485112,0.0006479079002209,0.0004319350485112,0.0002159728517096,5.978829917999132e-05,0.0001561845525297,0.002,,,,,,,,,2,10,nvidia_a40,0.0107493756249564,0.0005413677609357,0.0503821081706397,3.9210440076855144e-08,0.4971506697051069,6.868254132370154,0.933861101322264,,,,,,,10.0,0.0137186494327737,0.0193757024149166,1.0,1.0,1.0,5.494834228180644e-06,1.67403313391563e-06,0.3049865182707159,7.062209983767812e-13,0.0274272315444801,1.0,8.384571750655363e-07,0.5005751972384109,0.0295883037752525,1.0,4.735829605631506e-07,0.5647454679009087,0.0292349667642087,1.0,3.324337791152692e-07,0.7017844306510221,0.0355478481974532,0.0408332264659704,0.0358837833744387,0.0318624146608375,1.0,1.0,1.0,1.0,2.528633416467874e-07,0.7606222515823081,1.8386396766068075e-07,0.7268037422677162,1.287188499336231e-07,0.7002719185080777,9.84268416268154e-08,0.7649237326124841,0.0359506651564107,1.0,8.192506493054396e-08,0.83240891207629
10,240,24,train,,0.0004513240111271,0.0,0.0004513240111271,0.0006913011140029,0.0004513240111271,0.0002399771028757,6.062536800850653e-05,0.0001793517348672,0.002,91.4509470264117,219.0058588981628,226.116880774498,24.0,8.0,9396.85498046875,0.0018083333333333,0.002,2,10,nvidia_a40,0.0108740488240776,0.0005632969060379,0.0518288215737408,3.9585243113223716e-08,0.497662400967294,7.204956393147395,0.9533683555121276,,,,,,,10.0,0.0138757830206497,0.0189407427787152,1.0,1.0,1.0,5.888918614617157e-06,1.8273104459518308e-06,0.3105010311482729,7.65754621887783e-13,0.0276169524178554,1.0,9.169724131535468e-07,0.5018705689591816,0.0292778902706173,1.0,5.202307251378505e-07,0.5673612132029727,0.0290269038956541,1.0,3.704717102797484e-07,0.7120446204566625,0.0363358203249604,0.0418399389956108,0.035654176855699,0.0317443651877888,1.0,1.0,1.0,1.0,2.82884147501624e-07,0.7634526291072997,2.035564792343625e-07,0.7194999179087027,1.4023262800330566e-07,0.689058900531007,1.0663008362301992e-07,0.7605450501260201,0.0360288564231656,1.0,8.864463980201383e-08,0.8313608233741765
11,264,24,val,11.0,0.0003087721848137,0.0,0.0003087721848137,0.0004700178221286,0.0003087721848137,0.0001612456373149,5.885281352743205e-05,0.0001023928237875,0.0019994428108123,,,,,,,,,2,10,nvidia_a40,0.0094217445225866,0.0004545283364171,0.0482358754479717,3.074332404658359e-08,0.5818065481290152,7.818476231576166,0.9393665099538078,,,,,,,10.0,0.0138348265757235,0.0196470340107087,1.0,1.0,1.0,4.922851642673448e-06,1.6830648552494947e-06,0.3417158191225009,6.149879549893298e-13,0.0289638758133669,1.0,7.84932280731975e-07,0.4665790488634246,0.0278764960864553,1.0,3.851813575935737e-07,0.4906552545729545,0.0283378162679064,1.0,2.509111784159357e-07,0.6514569875161205,0.0345172959860473,0.0395266655537046,0.0352454551565927,0.0318458237072645,1.0,1.0,1.0,1.0,1.834993200537462e-07,0.7312631571106806,1.297752970432783e-07,0.7070462471298629,9.085148725424057e-08,0.6999284171028487,7.002697145128704e-08,0.7708127685062933,0.0378635257354619,1.0,5.76825483787906e-08,0.8239431401392566
11,264,24,train,,0.0003700714685554,0.0,0.0003700714685554,0.0005551058662476,0.0003700714685554,0.0001850343976922,5.748208409475424e-05,0.0001275523135974,0.0019994428108123,86.16605680435896,218.66824477910987,225.09488463401797,24.0,8.0,9397.5205078125,0.002,0.0019994428108123,2,10,nvidia_a40,0.0112632777577856,0.0005067074169204,0.0454796881649804,4.098105155581224e-08,0.5309276046916792,8.971496173176233,0.9298880329395616,,,,,,,10.0,0.0136149911502663,0.0190673515041414,1.0,1.0,1.0,5.327688071080221e-06,1.6158875833244416e-06,0.304667050106239,6.66594110609625e-13,0.0272709266579477,1.0,8.14865730200674e-07,0.5043112184577135,0.0302869865361676,1.0,4.3826054429782316e-07,0.5373646562953487,0.0291419092631169,1.0,2.936724776392902e-07,0.6694777307170635,0.0341921555389883,0.0397671361953628,0.0357289212592225,0.0322047182164463,1.0,1.0,1.0,1.0,2.173737307734881e-07,0.7396769250252513,1.567297992110848e-07,0.7205758346275046,1.1129771562044023e-07,0.7101706309591216,8.622993039148879e-08,0.7749151752042425,0.0365063663608904,1.0,7.193034805695467e-08,0.8338636527895592
12,288,24,val,12.0,0.0002806707305385,0.0,0.0002806707305385,0.0004180296918629,0.0002806707305385,0.0001373589613243,5.219354207250072e-05,8.516541925188419e-05,0.0019976739771331,,,,,,,,,2,10,nvidia_a40,0.0083763500020589,0.0004250059933002,0.0507407415085134,2.6004553246644437e-08,0.5520559137206741,8.057698458766648,0.9325600163695702,,,,,,,10.0,0.0144573234137015,0.0198669900793153,1.0,1.0,1.0,3.995492884394558e-06,1.434587954555671e-06,0.3590934048290649,7.637169045196843e-13,0.0284361915682806,1.0,6.744583735708172e-07,0.4700166282836915,0.0275711559352172,1.0,3.447778664090155e-07,0.511279991076732,0.0284408516280761,1.0,2.278899617187297e-07,0.6610172327646804,0.0353817563472617,0.0397108621903584,0.0353056244737214,0.0319772456485955,1.0,1.0,1.0,1.0,1.6715935718063647e-07,0.7333467734314835,1.1721976587436857e-07,0.7008268126445448,8.099167217433374e-08,0.6909692276484579,6.16342104407709e-08,0.761351282724118,0.0375788317172529,1.0,5.0425285517816286e-08,0.8182859570602055
12,288,24,train,,0.0002834158530538,0.0,0.0002834158530538,0.0004279996001103,0.0002834158530538,0.0001445837470565,5.3958795920163646e-05,9.062495113633648e-05,0.0019976739771331,76.64826853821675,107.29633755981922,224.2835909128189,24.0,8.0,9396.85498046875,0.0019993933113222,0.0019976739771331,2,10,nvidia_a40,0.0083587670431351,0.0004348218060277,0.0521010892886202,2.5761759171021185e-08,0.5574820270978444,8.19209278825244,0.928181355285844,,,,,,,10.0,0.0146412877115858,0.0200211273890587,1.0,1.0,1.0,4.165548580009792e-06,1.5355174602730326e-06,0.3692001571764941,7.737000955725373e-13,0.0292024593377645,1.0,7.191524298061057e-07,0.4686387169824007,0.0270689277194227,1.0,3.6210554430516907e-07,0.504045980577848,0.0284227485448272,1.0,2.401845738483841e-07,0.6632990441368817,0.0352589253320639,0.0403203598124652,0.0344251310837546,0.0319452059667788,1.0,1.0,1.0,1.0,1.7566934735100937e-07,0.7311702095838635,1.216859638417299e-07,0.6924405083614436,8.428790851587822e-08,0.6925731973139994,6.460377636349009e-08,0.7664250700300386,0.0381482599308758,1.0,5.2845054568856625e-08,0.8178846020158919
13,312,24,val,13.0,0.0002452236831526,0.0,0.0002452236831526,0.000376992045095,0.0002452236831526,0.0001317683619423,4.511552277697058e-05,8.665283916540719e-05,0.0019946946026246,,,,,,,,,2,10,nvidia_a40,0.0088243188541728,0.0003977982848346,0.0450929980597538,2.6976861528438143e-08,0.5686106815679016,9.617932002682773,0.8991129001494493,,,,,,,10.0,0.0143592424997023,0.0183153341763244,1.0,1.0,1.0,3.836033481100435e-06,1.2130174755801278e-06,0.3162796596550516,6.159768943221177e-13,0.0262906104829507,1.0,5.904644367086194e-07,0.4867584394421246,0.02863475755671,1.0,2.92566262663999e-07,0.495651660645068,0.0280496164413439,1.0,1.8373017740256726e-07,0.6281026167171208,0.0326373677297381,0.039221006862778,0.0367330949017299,0.0323407576828979,1.0,1.0,1.0,1.0,1.3377589779324057e-07,0.728072745000444,9.625480819459564e-08,0.7193420092606276,6.863375892481217e-08,0.7129639333668175,5.282095983302555e-08,0.7697782703726258,0.0362322545637537,1.0,4.4165826581471526e-08,0.836211360471303
13,312,24,train,,0.0002649697845803,0.0,0.0002649697845803,0.0004028235231294,0.0002649697845803,0.0001378537385491,4.9783398092840926e-05,8.807034045625954e-05,0.0019946946026246,93.83970281730096,224.45352412760255,224.8902767896652,24.0,8.0,9397.5205078125,0.0019975739851306,0.0019946946026246,2,10,nvidia_a40,0.0085959901845487,0.00042005771481,0.0489048605739805,2.6466792252826253e-08,0.5467011893946213,7.940424065268753,0.9069827625486916,,,,,,,10.0,0.0145728754283227,0.0189580488195817,1.0,1.0,1.0,4.041688169801216e-06,1.3654913150984767e-06,0.3378666291797121,7.382262124170211e-13,0.0281878375133386,1.0,6.556283759117811e-07,0.4807115007497857,0.0279866199635836,1.0,3.2959331473207933e-07,0.5025491557724843,0.0281419221490242,1.0,2.147205050102539e-07,0.6510121509791809,0.0339315267512866,0.0402685225149241,0.0354745360649599,0.0319652206859232,1.0,1.0,1.0,1.0,1.5778448939564417e-07,0.734560619832005,1.1174624327025053e-07,0.7083964664585448,7.801288533217946e-08,0.6985334977169089,5.962318408386254e-08,0.7645084461602523,0.0369417311624678,1.0,4.929898662541001e-08,0.827070236454048
14,336,24,val,14.0,0.0001845624438375,0.0,0.0001845624438375,0.0002910073463532,0.0001845624438375,0.0001064449025157,3.814770971609988e-05,6.829719279965225e-05,0.0019905083205587,,,,,,,,,2,10,nvidia_a40,0.0060754698674578,0.0003488272315118,0.0574341063755624,2.0153420685838183e-08,0.4116916496535677,5.908885955646768,0.6536738102607618,,,,,,,10.0,0.0135399946042945,0.0208964718991304,1.0,1.0,1.0,1.9790169395515846e-06,7.19677070834309e-07,0.3637339349587002,7.598168805119025e-13,0.0276604588442877,1.0,3.703372289915197e-07,0.5146213368454505,0.0292413376304447,1.0,1.8659386350132417e-07,0.5041008289073164,0.0274664197351926,1.0,1.2433461926705525e-07,0.6664915206255868,0.035487488654625,0.0397302819030843,0.0345549613342418,0.0336323020550007,1.0,1.0,1.0,1.0,9.210547995576213e-08,0.7407715423034614,6.639553882881054e-08,0.7207065282909059,4.954417451498171e-08,0.7462067291902673,4.008121783293835e-08,0.8090239886270308,0.0383507757940639,1.0,3.3970006319536e-08,0.8474795003850596
14,336,24,train,,0.0002109467734515,0.0,0.0002109467734515,0.0003311869850253,0.0002109467734515,0.0001202402115738,4.216828209951813e-05,7.807192947432337e-05,0.0019905083205587,87.18893273423116,216.65424071252332,224.91752356290817,24.0,8.0,9396.85498046875,0.0019945442400474,0.0019905083205587,2,10,nvidia_a40,0.0072758343170244,0.0003738062396702,0.0519106319080328,2.186987612242276e-08,0.5067862098490405,7.7354820402088835,0.7995359766093009,,,,,,,10.0,0.0145951843961592,0.019727166501096,1.0,1.0,1.0,2.906735561012047e-06,1.0342048008687966e-06,0.3583130747893079,7.19757689593611e-13,0.0277048963110235,1.0,5.085856471717668e-07,0.4938039108424216,0.0277735717864978,1.0,2.4539423312166697e-07,0.4824009744625228,0.027329642613119,1.0,1.5669339100939653e-07,0.6405283218524229,0.0337473455408037,0.0399709816458116,0.0350173674600871,0.0328067255651115,1.0,1.0,1.0,1.0,1.1457664118283112e-07,0.7315320914708011,8.132719883790262e-08,0.7093631944032416,5.88436111036321e-08,0.7244152605249076,4.6373136604128665e-08,0.7891472136197984,0.0375918932310362,1.0,3.906639463041765e-08,0.842654658090239
15,360,24,val,15.0,0.0001231433596411,0.0,0.0001231433596411,0.0001954716188746,0.0001231433596411,7.232825923344415e-05,2.779942194705806e-05,4.4528837286386096e-05,0.0019851202360006,,,,,,,,,2,10,nvidia_a40,0.0065812222703056,0.0002843896180751,0.0434030824108156,2.5792952311112392e-08,0.3631284615074326,4.761552800519442,0.5018812660471959,,,,,,,10.0,0.0126718324656425,0.0200522819404665,1.0,1.0,1.0,1.5631264356521808e-06,4.794731989785264e-07,0.3067466794124651,6.533840655726244e-13,0.0257939455359115,1.0,2.565559259411365e-07,0.5351508184233685,0.031340978744228,1.0,1.3707467278385292e-07,0.5343381005658008,0.0288995635516896,1.0,8.832385646864228e-08,0.6443876937419897,0.0330769623921233,0.0406840723734431,0.0344519142991534,0.0321708548984818,1.0,1.0,1.0,1.0,6.482483556186813e-08,0.7339795577502636,4.547827242595815e-08,0.7015388726614372,3.280051988488358e-08,0.7211809379677114,2.642015904239161e-08,0.805386673870796,0.0373198814442774,1.0,2.2573717173119648e-08,0.8543189720956421
15,360,24,train,,0.0001447153604837,0.0,0.0001447153604837,0.000232005618116,0.0001447153604837,8.729025763236391e-05,3.118780381120171e-05,5.6102453821162194e-05,0.0019851202360006,87.92547757426898,219.7298806160688,225.13975203037265,24.0,8.0,9397.5205078125,0.0019903077707701,0.0019851202360006,2,10,nvidia_a40,0.0060215477419094,0.0003093815310377,0.0514774326189324,2.1756409606704082e-08,0.3922226478293593,5.835257974045788,0.5817007240641899,,,,,,,10.0,0.013001818904761,0.0212906470173919,1.0,1.0,1.0,1.745931811312394e-06,6.27271334412163e-07,0.3581474293320746,7.360255878029678e-13,0.0266788196503611,1.0,3.258287756961458e-07,0.5213474600468537,0.0300787539065945,1.0,1.640946585257049e-07,0.5049169682924967,0.0278550630611465,1.0,1.0857467572998574e-07,0.6611768564605334,0.0349461177299349,0.0405055794314128,0.0332861612478197,0.0325817286713549,1.0,1.0,1.0,1.0,7.910939960265604e-08,0.7279830657790078,5.4510482460398556e-08,0.6879925278379497,3.9407154019251735e-08,0.7216091407896772,3.1702378212267273e-08,0.8038565379216766,0.0382725421073295,1.0,2.6872997622423762e-08,0.8475027637176533
16,384,24,val,16.0,8.672377422725734e-05,0.0,8.672377422725734e-05,0.000133371532881,8.672377422725734e-05,4.664775865375806e-05,1.914922858355364e-05,2.749853007020443e-05,0.0019785369195833,,,,,,,,,2,10,nvidia_a40,0.0059695204578347,0.0002333062873209,0.0391326020227305,2.350157803647277e-08,0.3282179944591038,5.116702509752114,0.4248151073071148,,,,,,,10.0,0.0127725521884483,0.0200128456511391,1.0,1.0,1.0,1.2839401770364112e-06,3.542794116587661e-07,0.276032331556184,5.760224873018694e-13,0.0252657075746157,1.0,1.9013392872915225e-07,0.5366950346776561,0.0316588484191345,1.0,1.0635948231106677e-07,0.5593860708983159,0.0314414470369399,1.0,6.66607160293165e-08,0.6267146619831693,0.0320971216023317,0.0397520718506729,0.0347416652499557,0.0318376358967573,1.0,1.0,1.0,1.0,4.680625424750608e-08,0.7021196194721718,3.214336024761027e-08,0.6867304330266907,2.2644290087343123e-08,0.7045810286106189,1.7903202162226665e-08,0.7906321209390391,0.0365547278130684,1.0,1.5190289681924546e-08,0.8484194737447247
