hardware,seed,K,sample_id,rel_u_phi,rel_u_psi,rel_sol,rel_phi,rel_psi,balance_max_abs,artifact_rel_sol_abs_difference
mac_studio,1,2,0,0.022403883146295767,0.018242398610637315,0.011134684680654323,0.26388691264268094,0.27329276302619737,8.881784197001252e-16,2.42861286636753e-17
mac_studio,1,2,1,0.05945788455146872,0.04207616507770212,0.02702302045587715,0.41390831981214876,0.4150069589387851,4.440892098500626e-16,1.491862189340054e-16
mac_studio,1,2,2,0.015757941267500398,0.01617602314547366,0.007979381959140797,0.3601383969045014,0.36244413726354807,1.3322676295501878e-15,3.469446951953614e-18
mac_studio,1,2,3,0.02228289929316418,0.015728035840994043,0.008581703225871307,0.46504993988818794,0.4646412597171812,8.326672684688674e-16,1.0755285551056204e-16
mac_studio,1,2,4,0.06275296161668269,0.03710737259064922,0.029990222028668367,0.36924634230176545,0.3520833193273896,5.551115123125783e-16,6.591949208711867e-17
mac_studio,1,2,5,0.04882905979846441,0.05488505605808049,0.02795233732200094,0.23608390410670785,0.2512096577812278,4.440892098500626e-16,4.163336342344337e-17
mac_studio,1,2,6,0.057481904573131536,0.04287465258479909,0.026729855025520218,0.29712160985366,0.37208882331341664,4.440892098500626e-16,8.326672684688674e-17
mac_studio,1,2,7,0.05581587602577728,0.039555403248480704,0.021679288441937172,0.41029737122909515,0.36247255855718513,4.3194614551822497e-16,7.28583859910259e-17
mac_studio,1,2,8,0.019808294771920306,0.024437326526456915,0.010916625361669572,0.44873337668313895,0.3687183921428946,1.7763568394002505e-15,7.28583859910259e-17
mac_studio,1,2,9,0.01646030300633906,0.01187247664916932,0.007165308744348418,0.3202944748278312,0.3461448315833067,1.5543122344752192e-15,1.1882855810441129e-16
mac_studio,1,2,10,0.015651010311293824,0.014327167708669656,0.009338557555352222,0.29907480979404116,0.31377392188479886,5.551115123125783e-16,2.0816681711721685e-17
mac_studio,1,2,11,0.02498355006321435,0.032771026541945476,0.014128044474094664,0.34154456066141736,0.32345224272192974,6.661338147750939e-16,3.642919299551295e-17
mac_studio,1,2,12,0.022506627496502812,0.027001157004523386,0.013236015466410032,0.24819286721981493,0.23367646936758496,8.881784197001252e-16,3.2959746043559335e-17
mac_studio,1,2,13,0.014118874813543547,0.015006669082636898,0.008520745057265858,0.33454170418930873,0.3366405111697558,1.3322676295501878e-15,4.163336342344337e-17
mac_studio,1,2,14,0.076342582121814,0.07270474870316224,0.04044207174525948,0.24386645858898134,0.24704847828036802,2.498001805406602e-16,2.0816681711721685e-17
mac_studio,1,2,15,0.09488545454597885,0.08536761419611968,0.04986671445073366,0.32870536713808285,0.29251513648568567,2.220446049250313e-16,4.163336342344337e-17
mac_studio,1,2,16,0.03595221061443354,0.02532135971858588,0.015749544070022246,0.16690597668482537,0.29038127636619404,4.440892098500626e-16,4.5102810375396984e-17
mac_studio,1,2,17,0.025774423735247288,0.022713121113189433,0.011481348304612327,0.31721051946770523,0.26243807136941105,6.661338147750939e-16,2.7755575615628914e-17
mac_studio,1,2,18,0.012133249173330451,0.01364854107037631,0.008132903243023168,0.2714286006483038,0.3306422889579829,8.881784197001252e-16,3.122502256758253e-17
mac_studio,1,2,19,0.025521711406772434,0.02911343826681723,0.013749360782522318,0.19079640407138646,0.2273744569856655,8.881784197001252e-16,1.734723475976807e-17
mac_studio,1,2,20,0.022591601421603515,0.02288222419047379,0.00991819475190496,0.301327819750396,0.35589399863191373,4.440892098500626e-16,6.071532165918825e-17
mac_studio,1,2,21,0.01793734453181128,0.015317169336583078,0.007564884506200958,0.3445757837970682,0.2982340852922312,1.3322676295501878e-15,5.811323644522304e-17
mac_studio,1,2,22,0.018553478250547026,0.015547301628998896,0.008092985141770778,0.29018026620687487,0.35867123382148913,8.881784197001252e-16,7.806255641895632e-17
mac_studio,1,2,23,0.01863311599907283,0.01693380208489599,0.00856165037695306,0.4467772823610217,0.4028744955689823,1.1102230246251565e-15,5.898059818321144e-17
mac_studio,1,2,24,0.030251940633709066,0.031190625043163216,0.01710643533548774,0.3133864664619265,0.26595962986679117,1.5543122344752192e-15,4.163336342344337e-17
mac_studio,1,2,25,0.028887917338015726,0.02226035890892053,0.012889712264829729,0.3151296232795139,0.33486995341176046,4.440892098500626e-16,2.949029909160572e-17
mac_studio,1,2,26,0.06930785498428294,0.06851480050079096,0.03537381121118952,0.3325247899139106,0.3395517364470733,3.3306690738754696e-16,2.0816681711721685e-17
mac_studio,1,2,27,0.024063186973102956,0.029943143175021742,0.012890135381608292,0.3503204041619961,0.2844362976418846,8.881784197001252e-16,6.938893903907228e-18
mac_studio,1,2,28,0.02340154218958048,0.020550348867321745,0.0111671734080941,0.35407206248685125,0.39155210595336865,1.2212453270876722e-15,0.0
mac_studio,1,2,29,0.023412244323412153,0.019702632963665614,0.009291102820724881,0.4080871696559482,0.3346472847600066,1.3322676295501878e-15,1.9081958235744878e-17
mac_studio,1,2,30,0.028323662160710406,0.019901197168341267,0.010924913549414968,0.47737649783986613,0.3550692826501658,5.551115123125783e-16,6.765421556309548e-17
mac_studio,1,2,31,0.015709505221745697,0.013261855134042946,0.009246350673146587,0.42572364352130565,0.39493212292205476,1.7763568394002505e-15,1.214306433183765e-17
mac_studio,1,2,32,0.03203745922062861,0.019979488756421512,0.011510272019955546,0.4851615672494404,0.43918738874239444,1.7763568394002505e-15,4.683753385137379e-17
mac_studio,1,2,33,0.03275293923781819,0.0320212456557692,0.016675489940040977,0.38055684497487935,0.3735241066083175,1.3322676295501878e-15,7.632783294297951e-17
mac_studio,1,2,34,0.0357521342778235,0.037310027276924985,0.018847781273670795,0.3278104872755551,0.29372052632055673,4.440892098500626e-16,9.367506770274758e-17
mac_studio,1,2,35,0.04356491713909396,0.043020964790016124,0.020360301484852638,0.26221964600572367,0.2497550651066173,4.440892098500626e-16,3.8163916471489756e-17
mac_studio,1,2,36,0.09637321456100191,0.07817855004793665,0.040811488788285194,0.37711291728125484,0.3786636420430023,6.661338147750939e-16,9.71445146547012e-17
mac_studio,1,2,37,0.038950411157946896,0.02871236716344017,0.015285981364816006,0.2558257784062427,0.25921540050784453,4.440892098500626e-16,1.0581813203458523e-16
mac_studio,1,2,38,0.03810343484127734,0.042683701484032485,0.021585175211817857,0.26853074006364297,0.258743469967325,4.440892098500626e-16,1.5612511283791264e-16
mac_studio,1,2,39,0.016999911447207607,0.02109984238422201,0.008464037867511829,0.3398095604913832,0.3212987716758442,8.881784197001252e-16,2.949029909160572e-17
