hardware,seed,K,sample_id,rel_u_phi,rel_u_psi,rel_sol,rel_phi,rel_psi,balance_max_abs,artifact_rel_sol_abs_difference
mac_studio,1,4,0,0.014288754169717567,0.014297916515832053,0.009016209419007081,0.24190428316067483,0.25342766474843986,8.881784197001252e-16,8.153200337090993e-17
mac_studio,1,4,1,0.05122436524637976,0.022052074212297948,0.019073418669872846,0.539834337857728,0.5475013596321207,1.3322676295501878e-15,4.5102810375396984e-17
mac_studio,1,4,2,0.016480353270798755,0.011963385564072641,0.0077533960651845635,0.38160691681377934,0.3780673991858147,1.3322676295501878e-15,6.331740687315346e-17
mac_studio,1,4,3,0.023271035109270807,0.012767989668422908,0.009125492463033414,0.5481654155670366,0.551489114079095,1.7763568394002505e-15,1.3877787807814457e-17
mac_studio,1,4,4,0.04195123294358713,0.02146760390162383,0.01621176282210376,0.35480672916583955,0.336340527901313,4.440892098500626e-16,6.245004513516506e-17
mac_studio,1,4,5,0.03208314923185258,0.028952293310534144,0.015862995313065013,0.2264465606222521,0.22441006282670706,4.440892098500626e-16,1.1102230246251565e-16
mac_studio,1,4,6,0.06561167470735586,0.031328470978360175,0.023187140229795948,0.34707456312564805,0.4235686030695899,5.551115123125783e-16,4.85722573273506e-17
mac_studio,1,4,7,0.026176004697491206,0.023951608256910926,0.013337287983985978,0.504260373793318,0.4547257566745457,4.3194614551822497e-16,2.2551405187698492e-17
mac_studio,1,4,8,0.017186296860830525,0.018051461378716258,0.008970244492661096,0.5481448748845285,0.4400975621088353,1.7763568394002505e-15,3.469446951953614e-18
mac_studio,1,4,9,0.01230479734017085,0.010690092456286309,0.008590307111662032,0.3050732627370024,0.33006976106056274,1.5543122344752192e-15,3.2959746043559335e-17
mac_studio,1,4,10,0.01364071112210919,0.013571447420487359,0.010870140767409067,0.24852038649455574,0.27365977237665995,6.106226635438361e-16,6.765421556309548e-17
mac_studio,1,4,11,0.016618518803089642,0.0201387816816167,0.011663676698684133,0.37127879102036476,0.3588506295771326,6.661338147750939e-16,3.2959746043559335e-17
mac_studio,1,4,12,0.017389227556162075,0.01634591880750992,0.009872535399380785,0.25918781785989875,0.2186748940159485,8.881784197001252e-16,8.500145032286355e-17
mac_studio,1,4,13,0.010790262215667791,0.012306392968249893,0.007488083680344545,0.330411861950834,0.33542534317890643,1.3322676295501878e-15,5.4643789493269423e-17
mac_studio,1,4,14,0.04240273376558886,0.05046818749859453,0.021846342321121103,0.23769530608369116,0.23339559501699345,2.498001805406602e-16,3.469446951953614e-18
mac_studio,1,4,15,0.09462411648377812,0.057526965532478706,0.03368962930126678,0.42520268326906463,0.3812507786525641,4.163336342344337e-16,8.326672684688674e-17
mac_studio,1,4,16,0.018376524497623996,0.016263823158033357,0.010059771888362762,0.15488504391378738,0.2821810041042188,6.661338147750939e-16,3.8163916471489756e-17
mac_studio,1,4,17,0.015461439561004264,0.014986818057417502,0.00828908342116651,0.381770837722299,0.29742954755427264,6.661338147750939e-16,1.1102230246251565e-16
mac_studio,1,4,18,0.011819215017995984,0.009847319001383633,0.007619537761290819,0.28283857089839304,0.3312509068786254,1.4432899320127035e-15,1.8214596497756474e-17
mac_studio,1,4,19,0.03903804227880616,0.022846536767973557,0.017703284189621613,0.18282411524754608,0.20593404995464729,8.881784197001252e-16,1.1449174941446927e-16
mac_studio,1,4,20,0.01838993181509284,0.017692880644361256,0.009758057464100304,0.30621309438240063,0.3652797539743283,6.661338147750939e-16,3.469446951953614e-18
mac_studio,1,4,21,0.012551233077375637,0.0122978203963024,0.00757167984951003,0.34095483136693666,0.28672449774511444,1.4432899320127035e-15,2.949029909160572e-17
mac_studio,1,4,22,0.012185716602011527,0.012485261831025217,0.007591399578690069,0.285447052382908,0.35330994405157856,4.440892098500626e-16,6.938893903907228e-17
mac_studio,1,4,23,0.016911486798349345,0.012762639815120507,0.008161737407820252,0.5379705756996231,0.47656821106361874,1.1102230246251565e-15,5.204170427930421e-17
mac_studio,1,4,24,0.025104521606135237,0.02051408080191619,0.01199463697916541,0.37912331209368677,0.3030519833125443,1.5543122344752192e-15,1.0928757898653885e-16
mac_studio,1,4,25,0.0227596228638435,0.013806781108541518,0.010354879296716931,0.31810400128068317,0.33251696171936723,4.440892098500626e-16,3.122502256758253e-17
mac_studio,1,4,26,0.03699166497008771,0.03814570325552287,0.017877308743451163,0.3581135307856971,0.38073510090292606,5.551115123125783e-16,6.245004513516506e-17
mac_studio,1,4,27,0.017196155063226845,0.017995478516365373,0.008199973373019491,0.347933722023218,0.2805750719249426,8.881784197001252e-16,8.673617379884035e-18
mac_studio,1,4,28,0.01949968009866837,0.011053036940098565,0.008849835255389812,0.3628161588716588,0.40022123364507217,1.2212453270876722e-15,1.214306433183765e-17
mac_studio,1,4,29,0.023077027467628883,0.01484199244761501,0.009705021383213481,0.4520105026718392,0.38019929076938075,2.220446049250313e-15,1.9081958235744878e-17
